|Doctorate :|Job Applicants:|Openings:|PG :|Posted:|UG :|experience|job_desc|key_skills|position|salary
1653||Less than 10|1|Post Graduation Not Required|30+ days ago|Any Graduate|5 - 7 years|"Job description
  Software Developer || will be responsible for developing and supporting a growing number of critical enterprise applications to with the focus on Inventory Availability to improve Advance Auto Part s Mission of having a Passion for Customers, passion for Yes . Software developers who take ownership of his/her applications, demonstrate critical thinking in design, communicate clearly, and have a consistent track record of delivering and supporting scalable, efficient code. The implementation around enterprise systems require strong critical thinking skills, creative engineering balanced with high quality and customer focus. The ideal candidate is one that is passionate about software development as well as business needs and customer experience.
Key Responsibilities
Extend the existing Python platform that automatically analyzes large marketing datasets and returns actionable insights to internal users
Maintain production-readiness of existing codebase
Write testable code and expand the testing framework
Build out a robust data pipeline that improves reliability and maintains a high degree of automation
Work with front-end engineers to help improve responsiveness and performance of the platform and pipeline
Collaborate with data engineers, data scientists and data analysts across the organization to help integrate their efforts into the existing platform
Research and explore opportunities to continually improve existing architecture and analytics capabilities
Work with business stakeholders, project managers, business analysts, and other IT teams to understand the business needs and their requirements.
Work with a nimble team of software engineers and enterprise architects to ensure the solutions meet our business needs using Agile methodologies in a fast-paced environment.
Will often require to take a lead role in the entire development cycle, conduct design and code reviews, and have a heavy input throughout the process, from requirements to production deployment.
Able to shift between priorities as needed throughout the workday.
Create technical system specifications and ensure documentation remains current.
Raise up opportunities, enhancements, and process improvements. Communicate timely status, including any potential risks/issues of the assignments to management.
Research, design, define, develop, test, document and implement new service APIs or changes to existing services. Participate in test planning, development, and execution for integration and system testing.
Learn new software tools and skills as needed. Keep up with technologies. Provide mentoring to other development staff on technical topics.
Support and maintain applications utilizing required tools and technologies. Ensure applications are scalable and operate efficiently in the production environment.
Ability to research issues across multiple key systems and databases. Assist customers and team members on issue resolution and problem solving.
Participate in an on call rotation to provide system support outside of normal working hours.
Comfortable working in an open, dynamic, rapidly changing environment where collaboration is crucial.
Extended hours may require during peak workloads or special projects.
Must be self-motivated and take initiative.
Required Skills
3+ years of experience in Python with emphasis on data analysis (Pandas, Pyspark )
Solid understanding of algorithms, functions, classes
Extensive experience with data structures: dictionaries, pandas dataframes
Experience with Pytest, unittests, and Test Driven Development process
Experience writing code in Python to intake and process data from relational databases
Experience using Pycharm IDE.
Experience using AWS, Docker, relational databases, SQL, Git
Experience developing and deploying applications in Linux environment
Experience using Unix command line and Bash/Shell/Python scripting to automate tasks, etc.
Experience working in an Agile/Scrum environment, JIRA, Confluence
Experience with either on-line or in-store retail selling applications
Experience with designing and conducting performance/stress tests on applications, analyzing and leveraging these results to improve application throughput and response time.
Ability to work collaboratively with or lead cross-functional teams with minimal supervision.
Excellent interpersonal, written and verbal communication skills to work with different business groups as well as IT partners (enterprise architects, vendors, etc.) at all levels within the organization.
Demonstrated critical thinking skills.
Extreme attention to detail and organization in all aspects of the system development.
Ability to understand, master, and be able to prototype with new technologies quickly. Person in this role needs to be able to quickly understand and solve unique and undocumented programming problems.
Open-minded, willing to consider multiple options, sources, perspectives, and possible solutions. Careful assessment of the importance, relevance, and validity of all options.
Inquisitive. Ask probing questions and research as a basis for making design decisions and judging quality; understand the true reason behind the request rather than just accepting an initial thought or proposed solution.
Proactive and willing to contribute ideas. Not afraid to ask questions.
Ability to effectively plan, organize and prioritize multiple streams of activity. Adapt well to changes.
Demonstrated ability to establish priorities, organize, and plan work to satisfy established timeframes; meet commitments and multi-task in a fast-paced work environment with a high-level of accuracy and efficiency.
Experience of defining system architectures and designs, exploring technical feasibility tradeoffs, and making data-driven decisions.
Desired Qualification
Master s Degree within the STEM discipline and 3 years of systems engineering experience, OR Bachelor of Science with the STEM discipline and 5 years systems engineering experience, OR equivalent practical experience with strong competencies in data structures, algorithms and API design.
RoleSoftware Developer
Industry TypeInternet
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
UnixAutomationData analysisLinuxEnterprise applicationsData structuresHealthcareAnalyticsSQLPython"|['Unix', 'Automation', 'Data analysis', 'Linux', 'Enterprise applications', 'Data structures', 'Healthcare', 'Analytics', 'SQL', 'Python']|Software Developer|Not Disclosed
1654||23|1|Post Graduation Not Required|30+ days ago|Any Graduate|4 - 9 years|"Job description
Software Tester:-
We are looking for a results-driven Software Tester to be responsible for designing and running tests on software usability. The Software Tester will conduct tests, analyze the results, and report observations to the design team. You may also interact with clients in order to understand the requirements of the product.
Software Tester Roles Responsibilities:
Reviewing software requirements and preparing test scenarios.
Executing tests on software usability.
Analyzing test results on database impacts, errors or bugs, and usability.
Preparing reports on all aspects related to the software testing carried out and reporting to the design team.
Interacting with clients to understand product requirements.
Participating in design reviews and providing input on requirements, product design, and potential problems.
Software Tester Requirements:
A Bachelor s degree in Computer Science or related field.
Up-to-date knowledge of software test design and testing methodologies.
Working knowledge of test techniques and compatibility with various software programs.
Working knowledge of programming.
Excellent communication and critical thinking skills.
Good organizational skills and detail-oriented mindset.
RoleTesting Engineer
Industry TypeIT Services & Consulting
Functional AreaIT Software - QA & Testing
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
Computer scienceSoftware testingAutomationPDFTest designTest scenariosProgrammingDatabaseProduct designTesting"|['Computer science', 'Software testing', 'Automation', 'PDF', 'Test design', 'Test scenarios', 'Programming', 'Database', 'Product design', 'Testing']|Software Tester / Automation Tester|Not Disclosed
1655||18|1|Any Postgraduate|30+ days ago|Any Graduate|5 - 10 years|"Job description
Responsibilities and Duties:
Responsible for overseeing data privacy and data protection policies at Integreon and ensures the operationalization of those policies.
Contributes to the Information Security documentation that includes creation / review /update of various IS / Cyber Security policies / procedures, guidelines, awareness newsletters, posters etc.
Develops implementation plans, project schedules and deliverables to mitigate against identified privacy and security gaps. Has ability to serve IT project manager within function according to project plan, goals and timelines, and ensures roles are effectively assigned and responsibilities are met.
Well versed with SIEM and Alert Management, creation of Use cases, Log Monitoring and Incident Management
Performs technical audit and reviews effectiveness of Information Security technologies such as End point security, WEB security, IPS, Firewall, Encryption, SIEM, DLP, MDM, etc.
Required Skills/Abilities:
Lead Auditor/Implementer for ISO 27001:2013 standard, thorough Knowledge of ISO 22301 and ISO 27701 Standard.
Hands-on experience on IT Security and good knowledge of different security technologies like End point security, WEB security, IPS, Firewall, Encryption, SIEM, DLP, MDM, etc.
Positive, strong analytical thinking and able to collaborate effectively and efficiently within a small, Hybrid team.
Must have previous working experience in a global organization and should be proficient in speaking and understanding UK and US accents and cross border cultures.
Performs other duties as assigned or apparent.
Education and Experience:
5+ years of full time Information / Cyber Security and Data Privacy (GDPR) experience.
RoleSystem Security
Industry TypeTelecom / ISP
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryAdmin/Maintenance/Security/Datawarehousing
Education
UG :Any Graduate
PG :Any Postgraduate
Key Skills
Business servicesAdministrationInformation securityAnalyticalISO 27001Incident managementBusiness solutionsIPSMonitoringFirewall"|['Business services', 'Administration', 'Information security', 'Analytical', 'ISO 27001', 'Incident management', 'Business solutions', 'IPS', 'Monitoring', 'Firewall']|Integreon Managed Solutions, Inc|Not Disclosed
1656||74|1|Post Graduation Not Required|30+ days ago|B.Tech/B.E. in Computers|3 - 6 years|"Job description
Bacherlors degree with 4+ years or masters degreee with 2+ years
Hands on experience in .Net, C#, Asp.net, MVC
Experience in WPF, UNIX operating system is a must
Understands and manages the execution of small to medium projects including schedules, budgets and progress reporting to ensure implementations that are on time, within budget and meet quality objectives
Good Working knowledge on RabbitMQ, Denodo (Data Virtualization), Redis Cache, API Connect
Working knowledge on PCF (Pivotal Cloud Foundry) along with containerization and working with kubernetes
Good understanding about Unit and UI test automation
Must have hands on experience with PL/SQL and Oracle capabilities/functionalities
Experience in Visual studio, Sql Server 2012/2014
Working knowledge of JSON, XML, XPATH and XSLT
Working knowledge in UI frameworks - HTML5, CSS3, Telerik Kendo UI, JQuery, AJAX, Bootstrap, JavaScript, Angular etc
Complete ability to manage all software configuration items, installation and cutover of the computing products within a given scope.
Experience in ALM tools (GitLab, TFS, ClearCase, SVN)
DevOps, Continuous Integration, experience in using any CICD tools like Jenkins
Skills & Experience
.Net, AngularJS, Bootstrap, C Sharp (Programming Language), Data Virtualization, GitLab, HTML5, CSS3, JSON, Ajax, REST and XML., IBM Rational ClearCase, Jenkins Continuous Integration, JSON, Microsoft ASP.NET, Microsoft Team Foundation Server (TFS), Microsoft Visual Studio, MVC, Oracle SQL, Pivotal Cloud Foundry, PLSQL, RabbitMQ, Redis Cache, SQL Server, SVN, Windows Presentation Foundation (WPF)
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Computers
PG :Post Graduation Not Required
Key Skills
jQueryXMLJavascriptPLSQLXSLTJSONMVCWPFmicrosoftAjax"|['jQuery', 'XML', 'Javascript', 'PLSQL', 'XSLT', 'JSON', 'MVC', 'WPF', 'microsoft', 'Ajax']|Software programmer|Not Disclosed
1657||645|||8 days ago|B.Tech/B.E. in Any Specialization|4 - 9 years|"Job description
Roles and Responsibilities


Minimum 4.5 years of software engineering experience, developing and delivering products and solutions in a commercial environment.
Good understanding of front-end technologies such as Angular7/8, DOJO, JSP as well as proficiency in HTML5 and CSS3
Understanding of xml technologies like xslt, jaxb etc.
Multi-threading
Rest and API design
Unix Scripting
Batch Job Scheduling JIL/Autosys
Proficient understanding of code versioning tools such as Git or SVN
Knowledge of Cassandra is desired


Desired Candidate Profile


Available to join immediately
Willing to work at 12 pm to 9 pm shift


RoleIT/Technical Content Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryOther
Education
UG :B.Tech/B.E. in Any Specialization
Key Skills
JavaSpring MvcSpring Framework
High AvailabilityCore JavaHibernateDesign DevelopmentJ2EeSpring BootSpringAngular
Skills highlighted with ‘‘ are preferred keyskills"|['Java', 'Spring Mvc', 'Spring Framework', 'High Availability', 'Core Java', 'Hibernate', 'Design Development', 'J2Ee', 'Spring Boot', 'Spring']|Hiring For JAVA Developer - Immediate joiner|Not Disclosed
1658||144|||24 days ago|B.Tech/B.E. in Electronics/Telecommunication, Computers, Electrical|8 - 12 years|"Job description
Roles and Responsibilities :
Responsible for technical deliverables to achieve requirements for Product already in production.

Desired Candidate Profile :

Qualifications:
Bachelor of Engineering degree in Electronics/Computer Science/Electrical Electronics.

Experience:
Must have 8-12 years experience in Automotive Project Management (software and hardware domain).
Good to have: Proficiency in programming Languages like C, C++, JAVA, Python
Bachelor of Engineering degree in Electronics/Computer Science/Electrical Electronics.
Responsibilities:
Coordinate HW, SW, System, Mechanical, validation, certification, teams actions to achieve technical proposal and project targets (technical features, performances, schedule, costs). Especially coordinate review of all technical specifications with related Engineering Manager and customers.
Provide necessary timing inputs to PM for global planning definition.
Provide up to date technical project KPI including requirements implementation progress, tests achievement, defects summary, budget consumption report.
Compile all products technical specifications into one document.
Responsible of requirements delivery to customers.
Act as main technical entry point for all technical questions coming from stakeholders including customers, subcontractors.
Take decisions regarding technical proposal, in collaboration with Engineering managers and project managers.
Define the priority working axes in collaborations in collaboration with Engineering managers and project managers.
Estimation of needs and availabilities for human resources in accordance with Engineering managers
Support validation team for creation of test plans and test bench.
Receive the Bug / update alerts and get in touch with the software provider for an update date, that he check the tests of non-regression
Receive the obsolescence ECNs of the components and contact the HW for component change
Get in touch with the factories for production dates with updates and inform the customer of delivery dates
In line with the Compliance Programme by the Group
Respect the Internal Regulation
Respect rules relative to the security and to the environment according to the system of management in force.
To apply the internal rules in use within the company and to shape you to all the forms bound to it.
Participate in the permanent improvement of productivity, quality, security and environment by formulating any convenient proposition.
Apply now

RoleProject Lead
Industry TypeAutomobile
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Electronics/Telecommunication, Computers, Electrical
Key Skills
JavaAutomotive ElectronicsC++Ctechnical project managementHardwareSoftwarePython"|['Java', 'Automotive Electronics', 'C++', 'C', 'Hardware', 'Software', 'Python']|Technical Project Leader|Not Disclosed
1659|Any Doctorate|599|5|Any Postgraduate|1 day ago|Any Graduate|6 - 11 years|"Job description
Greetings...!!!

JOB DESCRIPTION:

Minimum of 5+ years of experience in a full cycle implementation as well as in support projects
Should have at least 2 End to End implementation experience.
Cross functional experience in WM/SD is required.
Excellent design and development skills in WRICEF Objects.
ABAP Programming knowledge is a plus.
Must have good experience in Interface technologies such as Idocs, Proxies, Web services.
Ability to independently lead the project, coordinate with client from requirement gathering to final delivery.
Ability to understand business processes from a customer perspective Ability to work in a team environment, effectively interacting with others Must be results oriented S/4 HANA
Implementation/Conversation experiences/Knowledge will be plus

Interested can reply your CVs to koteswaran.in@mouritech.com along with the details mentioned below:


Total Experience:
Relevant Experience:
Current CTC:
Expected CTC:
Official Notice Period:
Min. days required to join:




RoleERP Consultant
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategorySystem Design/Implementation/ERP/CRM
Education
UG :Any Graduate
PG :Any Postgraduate
Doctorate :Any Doctorate
Key Skills
SAP MMSAP MM ModuleSAP MM Implementation"|['SAP MM', 'SAP MM Module', 'SAP MM Implementation']|SAP MM Consultant - Permanent Position - US Project|Not Disclosed
1660||287||Any Postgraduate|22 days ago|Any Graduate|3 - 5 years|"Job description
Role Summary-

Assist the Project Managers by owning all admin/operational tasks related to the multiple accounts/ projects so that PM can focus on delivery.

Job Description-
Maintain ARC tools by updating it with actuals every week and flag any major variance on Actuals or Forecast to the PMs.
Ensure 10k is accurate and reflects the actual resource assignment and need status
Assist the project finance team to keep track of project expenses to ensure they are within in the budget and flag any variances to the PMs
Create project charge codes and IWOs for projects as needed by working with Finance team
Review project time tracking report weekly and ensure
All team members have submitted their hours accurately and timely
Incorrect hours are corrected
Assist PMs in onboarding new project team members by
Providing access to Teams, Jira, Confluence or any tools as needed
Setting up charge codes, etc
Facilitates Weekly Program status & Monthly All-Hands meet in large programs/accounts
Create and maintain program artifacts such as Team roster, Org chart, Onboarding documents, Knowledge Management docs, etc.,
Act as Tier 1/L1 support layer for App Support/Managed Services track of work by
Acknowledging and responding to tickets
Assignment of tickets to team members
Follow-up on tickets when needed

Experience
3 to 5 years experience in technology delivery projects in any capacity (Dev, QA, BA, Scrum, PMO) OR as part of operations in a managed service account.
Good exposure/ knowledge of project reporting.
Good exposure/ knowledge of project documentation.

Key skills
Excellent communication.
Keen eye for detail.
Good collaboration skills
Good grasp of MS Excel, Word and PPT
RoleProject Lead
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Any Postgraduate
Key Skills
PMOProject Documentation technology delivery project reportingScrumProject Reports"|['PMO', 'Project Documentation', 'Scrum', 'Project Reports']|Project Coordinator|Not Disclosed
1661||Less than 10|1|Post Graduation Not Required|26 days ago|Any Graduate|11 - 15 years|"Job description
Act as liaison between stakeholders and teams to negotiate Sprint scope and has Sprint planning, Daily sprints, Sprint retrospectives, Backlog grooming
The PM shall be responsible for completion of the project on time, on budget and meeting the requirements. Will perform a variety of tasks including coordinating all resources and stakeholders, planning and setting milestones, assigning responsibilities and monitoring, summarizing and communicating the progress of the project.
The person should have strong inter-personal skills to manage conflicts and challenging situations.
It is also expected that the person could provide adequate reports to the higher management which are meaningful and informative.
The person would be required to manage a pool of technology resources in terms of mentoring, coaching, conducting appraisals etc. for retaining, motivating and giving them career development.
Complete ownership and management of project objectives, risks and personnel
Manage project dependencies; Represent project in various cross-project forum
Establish engagement and operating model with various stakeholders (Business Analysts, Technology Architecture, QA, Infrastructure etc)
Monitor current working practices and where necessary advise on suitable improvements.
RoleProject Manager-IT/Software
Industry TypeRecruitment / Staffing
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProject Management
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
QACareer developmentInterpersonal skillsBusiness AnalystArchitectureManager TechnologyInfrastructureManagementAssociate DirectorMonitoring"|['QA', 'Career development', 'Interpersonal skills', 'Business Analyst', 'Architecture', 'Infrastructure', 'Management', 'Monitoring']|Associate Director - Projects|Not Disclosed
1662||82|1|Any Postgraduate|30+ days ago|Any Graduate|11 - 15 years|"Job description
As a senior Project lead for software development team, you will be working as technical expert for the product implementation as well as active contribution in validation prior to delivery.
Job Requirement and Responsibilities
Senior Project Leader will be responsible for overseeing multiple people spanning development and Testing People along with working as Scrum Master of Team.
The successful candidate will ensure that developed projects successfully meet the customers needs and requirements, and meet all quality and security targets.
Senior Project Lead will provide mentoring and team leadership to team members and shares expertise and knowledge with peers and team members.
You will be responsible for setting up Annual Goals, appraisals, training people along with hiring new people.
You need to guide development teams on projects, and will test to guarantee the technical quality of the solution and handle security vulnerabilities.
You will gather and analyze customer requirements.
You will streamline integration across projects, including task definitions, decomposition and planning to ensure alignment of organization best practices.
You will communicate with PO / Directors/ Senior Managers in order to resolve technical design and customer or security issues.
Contribute innovative ideas for technical improvements and business opportunities.
RoleTeam Lead/Technical Lead
Industry TypeRecruitment / Staffing
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Any Postgraduate
Key Skills
TrainingTechnical ExpertTechnical designProduct implementationScrumTesting"|['Training', 'Technical design', 'Product implementation', 'Scrum', 'Testing']|Senior Project Lead|Not Disclosed
1663||41|1|Post Graduation Not Required|27 days ago|B.Tech/B.E. in Computers|8 - 11 years|"Job description
Within the overall project delivery, plans and leads various new application development and enhancement projects.
Coordinate and communicate with the other tracks and disciplines involved in the project.
-Frame specifications based on high level understanding of the problem statement and develop the code.
-Develop, write and implement software programming applications following established architecture standards as well as software development and project management methodologies.
-Implementing low level solutions for business problems.
-Write high quality code using the guidelines and effectively debug the code.
- Document the code changes, package the code, and unit test it.-Work with application development team in delivering the project and deliverables within time and with good quality
.-Perform unit testing, oversee quality assurance of applications through system testing; establishes processes for and conducts code review.
-Keep up-to date with latest technologies, trends and provides inputs/recommendations to project manager or the architect as required""
RoleProject Manager-IT/Software
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProject Management
Education
UG :B.Tech/B.E. in Computers
PG :Post Graduation Not Required
Key Skills
System testingArchitectManager Quality AssuranceArchitectureProject managementDebuggingProgrammingApplication developmentUnit testingProject delivery"|['System testing', 'Architect', 'Architecture', 'Project management', 'Debugging', 'Programming', 'Application development', 'Unit testing', 'Project delivery']|Senior Consultant, Development|Not Disclosed
1664||Less than 10|1|Post Graduation Not Required|27 days ago|B.Tech/B.E. in Computers|6 - 8 years|"Job description
Job Responsibilities:
Backend application development Managing the interchange of data between the server and the users.
Development of the server-side logic, definition, maintenance of the central database thereby ensuring high performance and responsiveness to requests from the front-end.
Development and integration of Front-end application with Backend server side.Should be able to review code and mentor other members
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Computers
PG :Post Graduation Not Required
Key Skills
SIDEBackendFront endDatabaseMentorApplication developmentManagement"|['SIDE', 'Backend', 'Front end', 'Database', 'Mentor', 'Application development', 'Management']|Senior Consultant, Development|Not Disclosed
1665||52|1|Post Graduation Not Required|27 days ago|B.Tech/B.E. in Computers|4 - 6 years|"Job description
Devops resource (4 years exp) provided by the client for C2H5 years of experience working as a Devops Engineer.
Well versed in setting up and maintaining Jenkins Jobs to automate Build and Deployment process.
Provide 24*7 On call Production Support and monitoring for application (Java, Spring Boot, Angular2, Linux).
Experience in creating, configuring and maintaining Infrastructure on AWS Cloud services including EC2, RDS, S3 and IAM.
Experience in handling Production Deployment for various application.
RoleOutside Technical Consultant
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategorySystem Design/Implementation/ERP/CRM
Education
UG :B.Tech/B.E. in Computers
PG :Post Graduation Not Required
Key Skills
spring bootLinuxProduction supportCloud ServicesdevopsInfrastructurejenkinsProduction handlingDeploymentMonitoring"|['spring boot', 'Linux', 'Production support', 'devops', 'Infrastructure', 'jenkins', 'Production handling', 'Deployment', 'Monitoring']|Consultant, Development|Not Disclosed
1666||28|1|Post Graduation Not Required|27 days ago|B.Tech/B.E. in Computers|3 - 4 years|"Job description
-1. Proven work experience of 3 - 5 years as a Front-end developer
2. Hands on experience with mark-up languages like HTML
.3. Experience with JavaScript, CSS, Bootstrap and jQuery4. Familiarity with browser testing and debugging5. Angularjs or React knowledge is a plu
Role and Responsibility: -
1. Create visual mockups and design UI as per requirements
.2. Follow best practices and standards for cross browser compatibility and accessibility
.3. Ensure design consistency with application development
.4. Collaborate with back-end web developers and programmers to implement design5. Ability to deliver products in a dynamic, fast-paced environment.
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Computers
PG :Post Graduation Not Required
Key Skills
BackendjQueryFront endDebuggingJavascriptHTMLApplication developmentbootstrapangularjsTesting"|['Backend', 'jQuery', 'Front end', 'Debugging', 'Javascript', 'HTML', 'Application development', 'bootstrap', 'angularjs', 'Testing']|Consultant, Development|Not Disclosed
1667||13|1|Post Graduation Not Required|27 days ago|Any Graduate|5 - 10 years|"Job description
  Work closely with product and development teams to create an amazing user experience.
Build integration and unit tests along with code. Work in agile development environment with short sprints and standups.
Implement proof of concept, prototypes and production-grade software.
Maintain and support existing software and hardware systems, infrastructure and production.
Assist support staff and team members in trouble-shooting software issues and implementing bug fixes.
Takes ownership of the code base. Work to continually improve code quality, and get bugs fixed and deployed rapidly
Experience in or knowledge of Python, Celery, Go, Elasticsearch, PostgreSQL, SaltStack, Flask, Git, React, Elixir.
Deep understanding and knowledge of virtualization (libvirt, KVM, Xenserver).
Excellent communication and interpersonal skills.
Skills:
Strong programming skills including software engineering methodologies and best practices. REST/API development.
Strong experience with Python or other scripting languages.
Experience working in a Linux development environment.
Strong experience with relational databases, and specifically MySQL, Elasticsearch, Redis. Excellent HTML, CSS and JavaScript skills.
Experience in consuming RESTful APIs.
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
BackendSoftware Developer IIFront endPostgresqlMySQLHTMLWindowsVirtualizationSQLPython"|['Backend', 'Front end', 'Postgresql', 'MySQL', 'HTML', 'Windows', 'Virtualization', 'SQL', 'Python']|CW Full Stack Software Developer II|Not Disclosed
1668||31|1|Any Postgraduate|27 days ago|B.Tech/B.E. in Production/Industrial|2 - 4 years|"Job description
The OTC Business Analyst - SAP is responsible for the successful execution of projects and supporting of business users, that impact Align s financial using SAP eco system. This is a hands-on, customer-facing role that requires a deep functional application knowledge and ability to work with business users across multiple geographies. Experience in SAP ECC 6.0 with strong ability to configure solutions in the SD area with good knowledge and know how on cross functional areas like PM, PP and FICO. Candidate should also ensure design and development of systems meet specifications and requirements of the Organization s overall business needs.
In this role, you will
ESSENTIAL DUTIES AND RESPONSIBILITIES
Perform SAP configuration in the areas of Sales Order Processing / Pricing / Contracts / Install base / Revenue Recognition / Billing / Returns with a thorough understanding of business process enabled by these components.
Developing of Functional Specifications to support any gaps within the Order to Cash business process area.
Work with the Business Owners / Users or other Functional Team members or IT Team members to analyze, design, configure, test, and implement, SAP solutions to meet business requirements.
Act as the liaison between the Technical team members and the end users to insure requirements / progress are communicated accurately.
Perform configuration/customization related activities to resolve user reported issues in a timely manner.
Create design specifications for all of SAP related activities including: reporting, transactional programming, interfaces, Remote Function Calls (RFCs), Business Application Program Interface (BAPIs) and User Exits.
Documentation of Solutions, SAP configuration and program modifications according to internal standards.
Research new technologies and functionality for making recommendations
Build partnerships with internal customers
Leads system testing effort necessary as part of project deliverables.
Training of Users on new Systems and Processes.
Provides day to day support to End Users.
Additional Responsibilities:
Other duties may be assigned
QUALIFICATIONS
To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.
Prior experience in full scale, global SAP implementation.
Ability to effectively communicate with Business SME s, Technical IT team members and as well as End users across the globe (Excellent verbal and written communication skills).
Excellent analytical and problem solving skills.
Team player with strong ability to explain technical issues to business users.
Ability to assess customer needs and create product requirements documentation.
Team player with strong ability to explain technical issues to business users.
Ability to assess customer needs and create product requirements documentation.
Makes effective decisions in a timely manner, sometimes with incomplete information and under tight deadlines and pressure; uses a mixture of analysis, experience, and process to reach conclusions.
Must demonstrate a strong track record of delivering results.
Excellent presentation/oral communication skills.
Excellent communication, collaboration and interpersonal skills.
In this role, you ll need
EDUCATION and/or EXPERIENCE
Technical degree in Engineering or equivalent experience required, Masters is a plus
Minimum 5 plus years of SAP experience in the area of SD ( Order interfaces from external systems, contracts, Batch Management, Periodic Billing, BOMs, Serial no management, Shipments and carrier integration, Revenue Recognition, Batch job processing, Customer Master, 3PL integration, Credit management, Tax integration, Outputs and Pricing)
Minimum 2 - 3 full life cycle SAP Implementation.
Exposure to CRM SFDC is a plus
Exposure to S4/HANA is a plus
Experience with various phases of test cycle.
Proven experience with defining and managing customer expectations using independent judgment and subject matter expertise.
Broad exposure to technology and deep understanding of the software development process.
Substantial knowledge of IT system configuration and support.
Should have a general understanding of medical device/e-commerce/supply manufacturing application functionality and the underlying business processes that are supported by the applications and databases.
RoleBusiness Analyst
Industry TypeMedical Services / Hospital
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategorySystem Design/Implementation/ERP/CRM
Education
UG :B.Tech/B.E. in Production/Industrial
PG :Any Postgraduate
Key Skills
Business processSystem testingSAP implementationAnalyticalBillingMachine learningInstall baseCRMFICOOTC"|['Business process', 'System testing', 'SAP implementation', 'Analytical', 'Billing', 'Machine learning', 'Install base', 'CRM', 'FICO', 'OTC']|OTC - Business Analyst|Not Disclosed
1669||92|||27 days ago|Any Graduate|1 - 3 years|"Job description
• Identify current and future training needs through consultation with group managers.
• Organize training programs based on trainers availability to meet specific needs.
• Handle logistics for training activities including venues, training materials , online meetings, etc
• Co-ordinate off-site training activities for employees
• Maintain employees training records in LMS
• Consolidate the training feedback
• Reporting

2+ Yrs

please share your profiles to kavitha_v@trigent.com


Regards,
Kavitha V
9845415871

RoleIT/Technical Content Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypePart Time, Temporary/Contractual
Role CategoryOther
Education
UG :Any Graduate
Key Skills
Trainingtraining activitiesLMSonline meetingsincluding venuestraining materialsReporting"|['Training', 'LMS', 'Reporting']|Training Developer- Bangalore|₹ 1,00,000 - 3,00,000 P.A.
