|Job Applicants:|Posted:|UG :|experience|job_desc|key_skills|position|salary|Openings:|PG :|Doctorate :
43|40|7 days ago|Any Graduate|2 - 7 years|"Job description
Eligibilities:
Must have knowledge in AWS cloud and AWS Associate certificate.
Should have working experience on cloud deployment migration projects.
Managing initiatives for migration and modernization in AWS cloud environment.
Hands-on experience working in an agile/iterative development environment.
Develop and deploy AWS cloud-based solutions, services.
Primary Skills:
AWS EC2
RDS
DyanmoDB
Micro Service
CI / CD Pipeline
Docker
Secondary Skills:
EMR
Lambda
API Gateway
Redshift
Spark
Python
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Other
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Any Postgraduate
Key Skills
sparkCloudAgileDeploymentManagementAWSPython"|['spark', 'Cloud', 'Agile', 'Deployment', 'Management', 'AWS', 'Python']|AWS Developer|Not Disclosed|1|Any Postgraduate|
44|79|7 days ago|Any Graduate|2 - 5 years|"Job description
Key Responsibilities -
Develop robust machine learning models
Extract huge volumes of data from multiple internal and external sources.
Develop data pipelines and infrastructure to scale and automate the analyses that enable rapid product iteration
Maintain teams best research and engineering practice.
Work closely with Data Analysts, Software Engineers, and Product Owners to deliver insights and impactful products for Pago Analytics
Devise data mining process and architecture
Read research papers/articles to create the best model/system architecture available
Explore and examine data from a variety of angles to determine hidden weaknesses, trends, and/or opportunities.
Employ sophisticated analytics programs, machine learning, and statistical methods to prepare data for use in predictive prescriptive modeling
Requirements:
Minimum Masters degree in data science field, e.g. Math, Stats, Physics, and Computer Science
2-5 years of experience in applying analytical modeling to solve business problems
Strong problem-solving skills with a good analytical approach and logical thinking.
Proficiency in at least one programming language, i.e.: Python, Go, C/C++, etc.
Good understanding of different AI/ML models/algorithms.
Familiarity with at least one Deep Learning framework.
NLP, Image Processing knowledge.
Good communication skills.
A humble team player.
Experience with Google Cloud Platform is a plus.
RoleResearch Scientist
Industry TypeIT Services & Consulting
Functional AreaMedical, Healthcare, R&D, Pharmaceuticals, Biotechnology
Employment TypeFull Time, Permanent
Role CategoryR&D
Education
UG :Any Graduate
PG :Any Postgraduate
Key Skills
Computer scienceSystem architecturedeep learningC++Image processingAnalyticalMachine learningData miningAnalyticsPython"|['Computer science', 'System architecture', 'deep learning', 'C++', 'Image processing', 'Analytical', 'Machine learning', 'Data mining', 'Analytics', 'Python']|Data Scientist|Not Disclosed|1|Any Postgraduate|
45|Less than 10|7 days ago|Any Graduate|1 - 3 years|"Job description
Roles Responsibilities:

We are looking out for a freelance WordPress theme developer.
Proven work experience as a WordPress developer.Knowledge of front-end technologies including CSS3, JavaScript, HTML5, and jQuery.
Generating WordPress plugins.
Generating WordPress themes with Wlementor, visual composer plugins.
Conducting website performance tests.
Designing and managing the website back-end including database and server integration.
Good understanding of website architecture and aesthetics.
Knowledge of code versioning tools including Git and SVN
Maintain well-documented, reusable, and transferrable code.
Good communication skills.
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Other
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Any Postgraduate
Key Skills
ERPjQueryFront endWordpressJavascriptmicrosoftAnalyticsCRMCSS3Logistics"|['ERP', 'jQuery', 'Front end', 'Wordpress', 'Javascript', 'microsoft', 'Analytics', 'CRM', 'CSS3', 'Logistics']|WordPress Theme Developer|Not Disclosed|1|Any Postgraduate|
46|18|7 days ago|Any Graduate|5 - 8 years|"Job description
The Strategy Consulting team is a fast growing team of young, entrepreneurial and digital consultants that all earned their stripes at some of the best strategy firms around the globe.
We operate at the intersection of financial services and digital business transformation, where we help our customers ride the waves of digital transformation successfully.
In a consultative and collaborative approach, you drive strategic consulting engagements with our customers - top-tier to mid-size banks and credit unions - to help address their most complex business and technological challenges.
With your deep understanding of our customer s business models and your expertise in the (digital) banking domain you create a compelling long-term vision, laser-sharp financial business case and a value-driven implementation roadmap utilizing the Backbase Platform to its fullest extent.
Ultimately, by directly engaging with and presenting in front of the executive teams of our customers, you accelerate decision-making and help grow the long-term relationship with our customers successfully.
Key Responsibilities:
Engagement Management: You lead strategic customer engagements with top prospects and customers by delivering high impact sessions, workshops and (re-usable) materials and tools.
Strategic Analysis: You take pride in a best-in-class strategic and financial analysis with top-quality deliverables. You apply management consulting and financial analysis best-practices and tools in a pragmatic approach. You have a broad strategic mind and you thrive in a broad spectrum of both digital, financial as well as organizational challenges.
Market Research Insights: You are always up-to-date with the latest financial services and digital banking market trends and insights. You contribute to thought leadership in Backbase through sharing your findings actively.
Consulting Tools, Content Frameworks: You work smart by creating and maintaining Backbase-specific tools, content, frameworks and best-practices to help any customer-facing function in Backbase to make an impact (e.g. Sales / Solutions Engineering / Customer Success).
Project Management: You take full ownership of assignments from beginning to end, while consulting with peers for expert input and validation.
Who are you
You have 5 years of work experience as a (digital) strategy consultant for one or more of the best strategy consultant firms or digital boutique consultancy firms around the globe. Banking, payments, tech or SaaS experience is a plus. However, a can-do mentality is of more importance than many years of the perfect experience;
You are street smart and digital savvy. A true team player with a sense of humor, hands-on and self-motivated, able to drive progress and hit deadlines;
You are a well-rounded and experienced consultant with superior analytical, quantitative and conceptual thinking skills;
You have significant experience with customer-centric methods such as lean start-up, design thinking, value proposition design and agile transformation. You know the tools and best-practices that are common in the market. Next to that, your financial analysis / ROI assessment and business case building skills are second to none;
You know like nobody else what the bar is for a great and impactful consulting outcome and respective deliverables. You are passionate about creating the most impactful analyses, business cases and high-quality pitches;
You have strong interpersonal and communication skills that will ensure successful customer engagements and collaboration across multiple teams, cultures and timezones;
You have excellent English speaking, writing and presentation skills, as well as a strong ability to persuade, inspire and motivate others. You have extensive ""owning the room"" experience, allowing you to naturally command the room;
You have the ability to prioritize and plan effectively with a demonstrated ability to work well under pressure and in ambiguity. You thrive in a fast-paced environment and stay flexible and adaptable to growth and change;
You know how to spot commercial opportunities and translate these in close cooperation with sales into solid presentations, pitches and/or tailored proposals;
You naturally collaborate and generate a positive spirit of cooperation while coordinating diverse activities and groups within a team environment;
You have the courage to learn and to share your learning process with us;
You have the willingness and motivation to travel on a regular basis.
RoleBusiness Analyst
Industry TypeIT Services & Consulting
Functional AreaIT Software - Other
Employment TypeFull Time, Permanent
Role CategorySystem Design/Implementation/ERP/CRM
Education
UG :Any Graduate
PG :Any Postgraduate
Key Skills
Business transformationFinancial analysisProject managementAnalyticalConsultingManagement consultingAgileMarket researchBusiness caseFinancial services"|['Business transformation', 'Financial analysis', 'Project management', 'Analytical', 'Consulting', 'Management consulting', 'Agile', 'Market research', 'Business case', 'Financial services']|Digital Strategic Consultant|Not Disclosed|1|Any Postgraduate|
47|139|7 days ago|Any Graduate|5 - 7 years|"Job description
Experience Skills:
Qualification: B.SC I.T with MBA/MBA-Finance
Experience: 4-5 years as a Business analyst and in system analysis design.
Excellent verbal and written communication skills.
Logical, analytical and investigative mind, together with creative abilities.
Exposure to development of Banking application preferred.
Job description
Liaising between technology teams, support teams and clients to explain technical details.
Proven experience in understanding requirements from clients and translating them into application and operational requirement with the help of strong analytical skills.
Communicating and collaborating Proactively with external clients and internal teams to analyze information needs and functional requirements and deliver Use Cases, flowcharts, diagrams, BRD, SRS, Wireframes, GUI Screens, Interface designs and document analysis as and when required.
Prepare and keep updated Software technical documentation and Help manuals.
Self-driven to get into the core of software and know it in depth, to figure out issues and respond on immediate basis by reaching the root cause of the problem.
Supports the development of training and implementation material and participates in the demonstration, training and implementation activities.
Project management skills preferred.
Stay up-to-date with current technologies and technical developments and figure out its effects on current systems for smooth migration.
Career Level:
Senior (5+ years of experience)
Education:
Bachelor?s Degree
RoleHR Executive
Industry TypeIT Services & Consulting
Functional AreaHR, Recruitment, Administration, IR
Employment TypeFull Time, Permanent
Role CategoryHR/ Recruitment / IR
Education
UG :Any Graduate
PG :Any Postgraduate
Key Skills
TrainingBusiness AnalystHRTesting"|['Training', 'Business Analyst', 'HR', 'Testing']|Senior Business Analyst|Not Disclosed|1|Any Postgraduate|
48|30|7 days ago|Any Graduate|9 - 14 years|"Job description
Duties Responsibilities
Incumbent will be responsible for understanding the business use case and provide solutions to architectural,
constructional executional engineering problems
Providing solution innovative solutions on disparate tech stacks Java/J2EE or Big Data
Participate in defining best practices like technical design reviews, code reviews, continuous integrations,
performance bench marking, code reusability etc. for evolving an engineering team in a growth stage
organization
Participate in recruitment ramp up organization s engineering talent keeping up with needs of different
growth stages
Planning and executing product deployments on cloud or on premise infrastructure using DevOps practices like
CI/CD pipeline
Expected to be well versed with technology frameworks, platforms and tools available in a solution space and
their licensing terms, especially for open source to suggest solutions for objectives defined by the business team
Liaising with vendors for evaluating technical tools / frameworks for features and commercials
Responsible for information management and presentation of engineering solution to cross functional key
stakeholders
Work Experience Skills
9+ years of background with engineering and strong experience in architecting and developing complex ideally
full-stack software systems
Experience in Core Java / J2EE is must along with experience on at least one web framework such as Struts,
Spring MVC, Groovy on Grails or Ruby on Rails and preferably with at least one JS frameworks like NodeJS,
AngularJS or VueJS
Candidate should carry a good exposure to few middleware technology tools such application servers (JBoss,
Tomcat, WebSphere, Web logic), message queues (JMS, ActiveMQ, Rabbit MQ, Kafka), enterprise service bus
(Mule ESB, Apache Camel, Fuse ESB) etc.
Experience in SOA architecture, micro services and scalable web-services (SOAP REST) will be important for the
architect role
Candidate should possess a good command experience on database concepts like RDBMS, NoSQL, data
modelling, data normalization etc.
Prior knowledge of technical documentation techniques like UML diagrams, flow charts, sequence diagram,
interaction diagrams etc. is must for the role
Experience with Elastic infrastructure solutions / deployment (Docker, Kubernetes, OpenShift, Mesos) and CI/CD
systems such as Jenkins is desired
Exposure to Agile Scrum processes with experience as Scrum Master on Jira or Rally or similar tools is desired
Past record of working with cloud providers such as Amazon, Google, MS Azure for engineering deployments
Exposure to Big Data stack Hadoop, Spark, HDFS, Kafka, Hive is great value add
Experience with acquiring, mentoring and ramping up engineering talents
Exposure to data engineering practice on data backed products with considerable data volume
Outstanding communication, presentation and leadership skills to drive thought process with internal external
clientele
Sharp analytical and problem-solving skills
Qualifications
B Tech / BE / M Tech / ME or equivalent in Computer Science, Engineering or similar relevant field
RoleTechnical Architect
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :CA in CA, Any Postgraduate
Key Skills
JMSSANCore JavaTomcatSOAUMLJBossStrutsOpen sourceCRM"|['JMS', 'SAN', 'Core Java', 'Tomcat', 'SOA', 'UML', 'JBoss', 'Struts', 'Open source', 'CRM']|Technical Architect|Not Disclosed|1|CA in CA, Any Postgraduate|
49|Less than 10|7 days ago|Any Graduate|1 - 3 years|"Job description
Technical skills:
High competency with C#/.NET (.Net 4.0+ preferred).
Experience in development techniques:
Object oriented
Domain driven design (DDD)
Test driven development (TDD)
Continuous integration (CI)
Model/View/Controller (MVC), Model/ViewModel/View (MVVM)
Experience with technologies:
.NET 4.0+
ASP.NET MVC
HTML5 / JavaScript / CSS / XSLT
JavaScript (jQuery)
XAML
nHibernate
SQL
WCF
Microsoft Enterprise Libraries (Logging, Exception Handling, ServiceLocator, etc.)
Optional experience in this would be great
Any JavaScript frameworks such as React or Angular or Vue
Telerik Kendo controls
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Any Postgraduate
Key Skills
continuous integrationjQueryJavascripttest driven developmentXSLTWCFmicrosoftASP.Net MVCSQL"|['continuous integration', 'jQuery', 'Javascript', 'test driven development', 'XSLT', 'WCF', 'microsoft', 'ASP.Net MVC', 'SQL']|DotNET Developer|Not Disclosed|1|Any Postgraduate|
50|Less than 10|7 days ago|Any Graduate|1 - 6 years|"Job description
Understanding of design and narrative.
The ability to deliver high quality output while working under pressure.
The ability to work independently on a brief using team resources.
Good operational knowledge of Photoshop.
Good communication skills with a can do attitude.
Requirements
Minimum 1 years work experience within a Design / Animation environment.
RoleNetwork Planning Engineer
Industry TypeAnimation & VFX
Functional AreaIT Hardware, Technical Support, Telecom Engineering
Employment TypeFull Time, Permanent
Role CategoryTelecom
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
3DAnimationPhotoshopVRAYOperations3DSmax"|['3D', 'Animation', 'Photoshop', 'VRAY', 'Operations', '3DSmax']|Three D LIGHTING ARTIST|Not Disclosed|1|Post Graduation Not Required|
51|Less than 10|7 days ago|Any Graduate|1 - 3 years|"Job description
  Strong knowledge Java and Android
- Good understanding of HTTP, REST and SOAP architectures.
- Experience in integrating third-party libraries and APIs.
- Solid understanding of the mobile eco-system, hands on experience in writing memory and network optimized code.
- Experience in creating builds, publishing app to play store etc.
- Should be able to work in agile mode.
RoleSoftware Developer
Industry TypeFilm / Music / Entertainment
Functional AreaIT Software - Telecom Software
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
PublishingNetworkingAgileHTTPSOAPAndroid"|['Publishing', 'Networking', 'Agile', 'HTTP', 'SOAP', 'Android']|Mobile Developer|Not Disclosed|1|Post Graduation Not Required|
52|38|7 days ago|B.B.A/ B.M.S in Management|8 - 13 years|"Job description
Degree in business administration or a technology-related field
CEH, CISM, CISSP
8+ years of relevant experience including 5 years of management role
Knowledge of coding practices, ethical hacking and threat modelling.
Firewall and intrusion detection/prevention protocols.
Must know about a host of regulations that affect your industry, including PCI DSS, HIPAA, GLBA and SOX.
Knowledge of common information security management frameworks, such as ISO/IEC 27001, and NIST.
Innovative thinking and leadership with an ability to lead and motivate cross-functional, interdisciplinary teams
Experience with contract and vendor negotiations and management including managed services.
Specific experience in Agile (scaled) software development or other best in class development practices.
Experience with Cloud computing/Elastic computing across virtualized environments.
RoleManagement Information Systems(MIS)-Manager
Industry TypeRecruitment / Staffing
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryAdmin/Maintenance/Security/Datawarehousing
Education
UG :B.B.A/ B.M.S in Management
PG :Any Postgraduate
Key Skills
CismCloud computingPCI DSSManaged servicesPDFCodingHIPAAAgileInformation managementFirewall"|['Cism', 'Cloud computing', 'PCI DSS', 'Managed services', 'PDF', 'Coding', 'HIPAA', 'Agile', 'Information management', 'Firewall']|Information management officer|Not Disclosed|1|Any Postgraduate|
53|14|7 days ago|Any Graduate|2 - 5 years|"Job description
As a Compensation Analyst you will perform data collection, analysis, and monitoring of data to identify business needs, perform trend calculations, and provide recommendations that will assist in the creation of compensation strategies and methodologies that drive performance and results through performance-based compensation practices.
The candidate will be focused on supporting the HR Compensation function which will include, but is not limited to, partnering on compensation matters with all levels of the business; developing, implementing, administering, and communicating compensation programs and incentive practices; aiding in implementing base pay and job classification systems; and developing and implementing training and projects. This position will also be responsible for supporting special projects and initiatives

Requirements
Mandatory Skills

Bachelor s degree in Human Resources, Business, Finance and/or related discipline preferred
4-5 year of HR experience preferred; 2+ years of compensation related experience required
Experience working with a global company and workforce preferred
English language fluency required
Experience with SAP preferred
You communicate clearly: Excellent communication skills, both written and verbal,
You pay attention to the details: You possess strong data analysis skills and problem-solving skills
You build good relationships: You are comfortable working cross-functionally.
You have the ability to work with others effectively at the management level and across different business units
You are a team player: You work closely within the CoE to successfully complete projects and meet deadlines.
You can successfully manage tasks and activities within the business and with external business partners
You are motivated and proactive: You enthusiastically take on new challenges; you are a problem solver who seeks solutions and adapts quickly to change
Extensive Microsoft Office (particularly Excel and PowerPoint) skills
CCP designation or coursework a plus

RolePay Roll/Compensation Manager
Industry TypeIT Services & Consulting
Functional AreaHR, Recruitment, Administration, IR
Employment TypeFull Time, Permanent
Role CategoryHR/ Recruitment / IR
Education
UG :Any Graduate
PG :Any Postgraduate
Key Skills
compensation analystData analysisSAPdigital printingConsultingData collectionSiliconJapaneseBusiness developmentMonitoring"|['Data analysis', 'SAP', 'digital printing', 'Consulting', 'Data collection', 'Silicon', 'Japanese', 'Business development', 'Monitoring']|Compensation Analyst,Pan India|Not Disclosed|1|Any Postgraduate|
54|58|7 days ago|Any Graduate|2 - 5 years|"Job description
We are seeking a highly motivated individual with proven research and policy building capabilities, communication skills, academic credentials, and a professional track record of delivering results, for the volunteer role as part the PHS project. The successful candidate will adhere to the core CHAI values of resourcefulness, entrepreneurialism, flexibility, independence, humility, and work ethic. The role will report in to the project manager and be of a short tenure.
Responsibilities
Design and conduct secondary and primary research for assessing Public Health Surveillance (PHS) systems, including through field visits to various locations in UP and Bihar
Analyze and synthesize all research findings - qualitative and quantitative - to identify key strategic challenges and to create solutions across PHS system components
Support project team in assessment of policy, legal, and political economy enablers for PHS in UP and BH with specific action areas for improvement
Lead report writing and presentations highlighting and summarizing findings and recommendations on public health surveillance systems
Work with teams to interpret and communicate results of the analyses to relevant stakeholders, including donors, partners, and government officials
Prepare notes and reports such as meeting and workshop proceedings, progress reports etc. on various activities related to the project
Qualifications
Recently graduated or currently enrolled students in advanced degree programs (MD/MPH/PhD/MSc etc.) in public health, community medicine, epidemiology, diagnostics, clinical laboratory sciences etc.
Experience of working on public health surveillance systems strongly preferred
Demonstrated academic publishing experience strongly preferred
Experience in designing and conducting studies in medicine/ public health/ sociological studies strongly preferred
Experience in development sector organizations preferred
Proficiency in using MS Office, Excel, and PowerPoint is required
Proficiency in English and Hindi required
  RoleChief Medical Officer/Head Medical Services
Industry TypeIT Services & Consulting
Functional AreaMedical, Healthcare, R&D, Pharmaceuticals, Biotechnology
Employment TypeFull Time, Permanent
Role CategoryMedical Professional
Education
UG :Any Graduate
PG :MS/M.Sc(Science) in Chemistry, Medical-MS/MD in Psychology
Key Skills
PublishingExcelNutritionDiagnosticscommunity medicinePrimary researchData collectionResearchEpidemiologyPublic health"|['Publishing', 'Excel', 'Nutrition', 'Diagnostics', 'community medicine', 'Primary research', 'Data collection', 'Research', 'Epidemiology', 'Public health']|Volunteer, Public Health Surveillance|Not Disclosed|1|MS/M.Sc(Science) in Chemistry, Medical-MS/MD in Psychology|
55|69|7 days ago|B.Tech/B.E. in Any Specialization|2 - 3 years|"Job description
Preferred Qualifications
Familiarity with cloud infrastructure and associated security platforms
Experience analyzing threat intelligence at a global scale
Experience in designing security strategy, threat modelling, threat detection, incident response
Preferred Certifications
Certified Information Systems Security Professional (CISSP)
Global Information Assurance Certification (GIAC)
Certified Information Systems Auditor (CISA)
Certified Information Security Manager (CISM)
RoleSystem Security
Industry TypeRecruitment / Staffing
Functional AreaIT Software - Network Administration, Security
Employment TypeFull Time, Permanent
Role CategoryAdmin/Maintenance/Security/Datawarehousing
Education
UG :B.Tech/B.E. in Any Specialization
PG :Any Postgraduate
Key Skills
CismIncident ResponseThreat DetectionCisaCloudInformation SecurityCisspSecurity Manager"|['Cism', 'Cisa', 'Cloud', 'Information Security', 'Cissp', 'Security Manager']|Security Intelligence Designer|Not Disclosed|1|Any Postgraduate|
56|30|7 days ago|B.Tech/B.E. in Any Specialization|4 - 9 years|"Job description
PHP web development, Bootstrap,codeignitor , Database architecure
Strong PHP/MySQL capabilities
Good capabilities in HTML, CSS, JavaScript
Exposure in coding frameworks codeigniter
Proven track in developing a range of web sites, applications and solutions.
Responsibilities and Duties
To design website that appeals to international audience. To be fully responsible for the layout and visual appearance.The role will focus on backend development using primarily PHP and MySQL.
Youll get to work on a variety of interesting projects including development of Chat Function, Payment Gateway, Post Your Requirements, etc.
Analyze, Plan, architect the software application requirement
Independently and jointly Develop custom PHP web applications
Report to and work closely in coordination with the senior development Leads
Test and Deliver quality code
Design and architect sturdy backend structure on MySQL
Maintain a well-disciplined attitude an outlook
Share knowledge and have an inclination to use latest software development techniques
Help preparing the task-list for a project
Engage team/ coordinators/ Seniors on team meetings/ discussions
Required Experience, Skills and Qualifications
The role will focus on backend development using primarily PHP and MySQL.
Youll get to work on a variety of interesting projects including development of Chat Function, Payment Gateway, Post Your Requirements, etc.
Analyze, Plan, architect the software application requirement
Independently and jointly Develop custom PHP web applications
Report to and work closely in coordination with the senior development Leads
Test and Deliver quality code
Design and architect sturdy backend structure on MySQL
Maintain a well-disciplined attitude an outlook
Share knowledge and have an inclination to use latest software development techniques
Help preparing the task-list for a project
Engage team/ coordinators/ Seniors on team meetings/ discussions
RoleSoftware Developer
Industry TypeRecruitment / Staffing
Functional AreaIT Software - eCommerce, Internet Technologies
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Any Specialization
PG :Any Postgraduate
Key Skills
ArchitectBackendPDFCodingMySQLWeb developmentJavascriptDatabasePHPbootstrap"|['Architect', 'Backend', 'PDF', 'Coding', 'MySQL', 'Web development', 'Javascript', 'Database', 'PHP', 'bootstrap']|PHP Developer|Not Disclosed|1|Any Postgraduate|
57|208|7 days ago|B.Tech/B.E. in Any Specialization|2 - 7 years|"Job description
Responsibilities and Duties
Passion for SEO and internet marketing.
Good understanding of all aspects of on-site and off-site SEO.
Outstanding ability to think creatively, and identify and resolve problems.
Create a plan, manage, and execute Digital Marketing strategies for clients and our web products.
Ability to clearly and effectively articulate thoughts and points.
Attention to detail and the ability to effectively multi-task in a deadline driven atmosphere.
Required Experience, Skills and Qualifications
Good Communication in written and verbal
Excellent analytical, organizational, project management and time management skills.
Proven SEO experience with website analysis using a variety of analytics tools including Google Analytics as well as internal reporting tool
Familiarity with keyword research and management tools
Experience with website analytics tools (e.g, Google Analytics, NetInsight,
WebTrends Word Tracker, Keyword Discovery, etc)
Desired:
Knowledge of HTML/CSS and website administrations

RoleWebmaster
Industry TypeRecruitment / Staffing
Functional AreaIT Software - eCommerce, Internet Technologies
Employment TypeFull Time, Permanent
Role CategoryAdmin/Maintenance/Security/Datawarehousing
Education
UG :B.Tech/B.E. in Any Specialization
PG :Any Postgraduate
Key Skills
Google AnalyticsPDFTime managementProject managementAnalyticalSEO AnalystInternet marketingHTMLSEMDigital marketing"|['Google Analytics', 'PDF', 'Time management', 'Project management', 'Analytical', 'SEO Analyst', 'Internet marketing', 'HTML', 'SEM', 'Digital marketing']|SEO Analyst|Not Disclosed|1|Any Postgraduate|
58|25|7 days ago|B.Tech/B.E. in Any Specialization|1 - 5 years|"Job description
Experience with current UI / UX Technologies for mobile and desktop app.
Knowledge of HTML5,CSS3,Javascript programming skills.( nice to have )
Knowledge of modern design tools
Illustrate design ideas using storyboards, process flows and sitemaps
Design graphic user interface elements, like menus, tabs and widgets
Proficiency with Designing using Adobe Photoshop
Proficient understanding of cross-browser compatibility issues and ways to work around such issues
Knowledge of levels of creativity
Experience with developing Responsive UI and AJAX
Expertise with Design and develop UI components using advanced JavaScript
Experience with Automated UI testing tools ( nice to have )
Good analytical, grasping and problem solving skills
Excellent written and verbal communication skills
High proficiency with Adobe XD
Skills Metrics:
Knowledge of UI / UX Designing Knowledge
Knowledge of Adobe Photoshop
Knowledge of Visual Design
Knowledge of Illustrator
Knowledge of Graphic design
Knowledge of css
Knowledge of html
Knowledge of javascript
Knowledge of html5
Knowledge of CorelDRAW
Perks and Benefits:
Work from Home / Remote Working
Flexibility in timings
5 Days working
Team Outing
Performance Bonus
Employee reference bonus policy
An exciting career path with an exponentially growing company
Learning opportunities with energetic mobile CoE team
RoleGraphic/Web Designer
Industry TypeManagement Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Any Specialization
PG :Any Postgraduate
Key Skills
IllustratorTesting toolshtml5AnalyticalJavascriptHTMLPhotoshopAjaxCSS3Visual Design"|['Illustrator', 'Testing tools', 'html5', 'Analytical', 'Javascript', 'HTML', 'Photoshop', 'Ajax', 'CSS3', 'Visual Design']|UI/UX Developer|Not Disclosed|1|Any Postgraduate|
59|Less than 10|7 days ago|Any Graduate|2 - 7 years|"Job description
Good understanding and working Experience of Ionic Framework.
Must have knowledge on Angular 5/6/7/8, HTML and CSS.
Good understanding of Ionic Framework.
Must have knowledge of developing IOS, Android and web platform.
Hands-on NodeJS, RestFul API and integration backend services.
Required the code review process using Git and pull-requests.
Core web fundamentals: HTML, CSS, JavaScript, TypeScript, Angular 2/5/6/7/8
Experience in frameworks/libraries like jQuery and Bootstrap, Ionic Framework
Architecture design, development, testing and maintenance of Mobile Apps, Implementation based on Ionic / Angular Hybrid Application Framework.
Strong experience in the designing, developing and basic unit testing in Mobile Application.
Any prior experience with tools like Devextreme Grid, dashboard other components will be used in Mobile app
List of activities one must performed in day to day basis
Development work in Ionic platform
Application build
UI Design
Jira or another project management tool
Bachelors degree in Computer Science, IT another related field.
2+ years of experience with interaction design and Front-end UI, with the bulk of the experience in responsive mobile and web development.
Ionic Framework
Angular 5/6/7/8
NodeJS
API
HTML /CSS
JavaScript
Type Script
IOS / Android Mobile app development ( Nice to have )
Hybrid Application framework ( Must to have )
Perks and Benefits:
Work from Home / Remote Working
Flexibility in timings
5 Days working
Team Outing
Performance Bonus
Employee reference bonus policy
An exciting career path with an exponentially growing company
Learning opportunities with energetic mobile CoE team
RoleSoftware Developer
Industry TypeManagement Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Any Postgraduate
Key Skills
Computer sciencejQueryFront endProject managementWeb developmentJavascriptHTMLUnit testingJIRAAndroid"|['Computer science', 'jQuery', 'Front end', 'Project management', 'Web development', 'Javascript', 'HTML', 'Unit testing', 'JIRA', 'Android']|Ionic Developer|Not Disclosed|1|Any Postgraduate|
60|Less than 10|7 days ago|Any Graduate|3 - 5 years|"Job description
Responsibilities:
1. Help define an enhanced the security architecture.
2. Work with various stake holders to plug any potential threats and risks.
3. Ensure the defined architecture satisfies all business requirements and performance metrics.

Requirement:
1. Experience in large scale AWS data lake implementation.
2. 3-5 years of relevant work experience in using AWS native security services like:
i. AWS Shield advanced
ii. AWS Web Application Firewall (WAF)
iii. AWS Security Hub
iv. AWS Lake Formation
v. AWS CloudTrail
vi. IAM
vii. AWS Secrets Manager
3. Good to have skills:
i. Working knowledge of AWS S3, AWS Glue and AWS Redshift.
ii. Knowledge of NAT Gateways, VPC Peering, AWS Cloud Formation Template, AWS CloudWatch and AWS Config
iii. Certified in AWS Certified Security - Specialty
iv. Domain knowledge of ecommerce

RoleTeam Lead/Technical Lead
Industry TypeTravel & Tourism
Functional AreaIT Software - eCommerce, Internet Technologies
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Any Postgraduate
Key Skills
NATAccessoriesdata securityMachine learningSecurity servicesE-commerceContinuous improvementAWSAnalyticsweb application firewall"|['NAT', 'Accessories', 'data security', 'Machine learning', 'Security services', 'E-commerce', 'Continuous improvement', 'AWS', 'Analytics', 'web application firewall']|Data Security Specialist|Not Disclosed|1|Any Postgraduate|
