|Job Applicants:|Posted:|UG :|experience|job_desc|key_skills|position|salary|Doctorate :|Openings:|PG :
1129|Less than 10|30+ days ago|Any Graduate|2 - 7 years|"Job description

We are looking for skilled React.js Developers responsible for developing and implementing user interface components using React.js concepts and workflows such as Redux, Flux, and Webpack.
Role Responsibilities:
Working with the development team on user interface ideas and applications
Reviewing application requirements and interface designs
Identifying web-based user interactions
Developing and implementing highly-responsive user interface components using React concepts
Writing application interface codes using JavaScript following React.js workflows
Troubleshooting interface software and debugging application codes
Developing and implementing front-end architecture to support user interface concepts
Monitoring and improving front-end performance
Documenting application changes and developing updates
Requirements:
Good experience as a React.js Developer
In-depth knowledge in JavaScript, CSS, HTML, and front-end languages
Thorough understanding of React.js core principles along with React router, Redux workflows and in-depth knowledge on React hooks
Good understanding of REST APIs
Experience in building hybrid cross platform applications (react-native)
Experience in user interface design
Typescript knowledge is preferred
Knowledge of performance testing frameworks including Mocha and Jest
Experience with browser-based debugging and performance testing software
Excellent troubleshooting skills
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
Performance TestingCssReduxUser InterfaceJavascriptReact . Js DeveloperFluxHtml"|['Performance Testing', 'Css', 'User Interface', 'Javascript', 'Html']|React JS Developers|Not Disclosed||1|Post Graduation Not Required
1130|Less than 10|30+ days ago|Any Graduate|3 - 5 years|"Job description
We are looking for Node.js Developers responsible for managing the interchange of data between the server and the users. Your primary focus will be the development of all server-side logic, definition and maintenance of the central database, and ensuring high performance and responsiveness to requests from the front-end.
Role Responsibilities:
Integration of user-facing elements developed by front-end developers with server-side logic
Writing reusable, testable, and efficient code
Design and implementation of low-latency, high-availability, and performant applications
Implementation of security and data protection
Integration of data storage
Required Skills:
Strong proficiency in JavaScript
Knowledge of Node.js and related frameworks
Understanding the nature of asynchronous programming and its quirks and workarounds
Good understanding of server-side templating languages and CSS pre-processors
Basic understanding of front-end technologies, such as HTML5, and CSS3
Understanding accessibility and security
Integration of multiple data sources and databases into one system
Understanding fundamental design principles behind a scalable application
Understanding differences between multiple delivery platforms, such as mobile vs. desktop, and optimizing output to match the specific platform
Creating database schemas that represent and support business processes
Proficient understanding of code versioning tools, such as Git
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
Css3Applications ImplementationGitNode . JsHtml5Low - LatencyJavascriptDatabase SchemasHigh - AvailabilityCss Pre - Processors"|['Css3', 'Git', 'Node . Js', 'Html5', 'Javascript', 'High - Availability']|Product Development|Not Disclosed||1|Post Graduation Not Required
1131|Less than 10|30+ days ago|Any Graduate|4 - 10 years|"Job description
  Driving the exciting charter of creating API documentation for a technical audience
Asking plenty of questions so you understand not only how something works, but also why it matters to the people using it.
Writing beyond the obvious and educating customers on Why and How. For this, you will write screen overlay help (WalkMe), train bots to answer common How To questions, and script help articles.
Acting as the customers champion and figuring out the best way to get customers the information they need
Contributing to the discussions and development of in-house writing style guides of all help artifacts

We d love to hear from you if you are:
Someone with 4-10 years of experience in the industry and f amiliar with API documentation tools such as Postman or Swagger, have knowledge of REST APIs, and can generate HTML content from source code. Having knowledge of Tableau will be an added advantage.
A self-starter . You must be a highly motivated individual who believes in taking ownership of any work assigned to you.
Someone who takes change in your stride. We work at an energetic pace with a constantly evolving scope. If change excites you, meet us!
A person who takes pride in thinking differently . You must be comfortable doing things you have not previously done and should be willing to look and work beyond the defined standards.
Someone who can juggle multiple tasks with quality and speed . We work at a pulsating pace.
Someone who takes pride in teamwork . Our team takes on multiple challenges, thinks together and works together as a single unit and we are always on the lookout for the next opportunity where we can make a difference.
Willing to put in the hard yards . Work at Zenoti is challenging but rewarding. You must thoroughly understand and work with the feature before you write anything. If you are looking to just build on a technical specification, this is not the place for you.
If the above points describe you, why aren t you already on our team!
Benefits
A competitive salary and equity in the company
Comprehensive medical coverage for yourself and your immediate family
An environment where wellbeing is high on priority access to regular yoga, meditation, breathwork, nutrition counseling, stress management, inclusion of family for most benefit awareness building sessions
Unlimited vacation
Opportunities to be a part of a community and give back: Social activities are part of our culture; You can look forward to regular engagement, social work, community give-back initiatives

  RoleTechnical Writer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Embedded, EDA, VLSI, ASIC, Chip Design
Employment TypeFull Time, Permanent
Role CategoryQA/Testing/Documentation
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
BeautyArticlesHtmlTechnical WritingMarketingCrm"|['Beauty', 'Articles', 'Html', 'Technical Writing', 'Marketing', 'Crm']|API Writer|Not Disclosed||1|Post Graduation Not Required
1132|Less than 10|7 days ago|B.Arch in Any Specialization|5 - 9 years|"Job description
TEST
RoleData Analyst
Industry TypeIT Services & Consulting
Functional AreaAnalytics & Business Intelligence
Employment TypeFull Time, Permanent
Role CategoryAnalytics & BI
Education
UG :B.Arch in Any Specialization
PG :Any Postgraduate
Doctorate :Any Doctorate
Key Skills
J2EE"|['J2EE']|Testing naukri|₹ 50,000 - 3,00,000 P.A.|Any Doctorate|5|Any Postgraduate
1133|Less than 10|7 days ago|Any Graduate|1 - 3 years|"Job description
*Excellent in coding, debugging & optimization skills
*Hands on experience in PHP Codeignitor,Laravel along with working exposure in web technologies including HTML,CSS,Javascript,AJAX &XML,MYSQL,JQuery,Bootstrap,Web services.
* Must have min 1yr exp

Required Candidate profile
Must be an expert in coding, testing & deploy code without bugs & errors.
Exp in handling web services (APIs) - Mobile; SAAS based applications;
Payment, SMS, Google,Firebase, Other API integrarion.
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Post Graduation Not Required
Doctorate :Doctorate Not Required
Key Skills
CSSWeb TechnologiesMySQLJavascriptPHPHTMLJQueryCodeigniterAjax"|['CSS', 'Web Technologies', 'MySQL', 'Javascript', 'PHP', 'HTML', 'JQuery', 'Codeigniter', 'Ajax']|Hiring Laravel Developers @ Chennai Location|Not Disclosed|Doctorate Not Required|3|Post Graduation Not Required
1134|19|7 days ago|B.Des. in Graphic Design, BFA in Visual Communication, Diploma in Visual Arts|2 - 4 years|"Job description
1. Creating, implementing & measuring of Creative Design.
2. Produce design & production for websites, product graphics, web logos, social media graphics and banners, static and rich banner ads, email campaigns, and email templates.
RoleGraphic/Web Designer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Other
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Des. in Graphic Design, BFA in Visual Communication, Diploma in Visual Arts
PG :MFA in Visual Communication, M.Des. in Graphic Design
Key Skills
or other similar offline graphics.Banner sizingidentity designcreate product graphicslogosCreative vision"|['logos']|Hiring Graphic Designers(Immediate Joiner) @ Chennai Location|Not Disclosed||2|MFA in Visual Communication, M.Des. in Graphic Design
1135|Less than 10|7 days ago|Any Graduate|2 - 4 years|"Job description
*Deep understanding of android architecture
*Knowledge in android SDK, different versions of android, and how to deal with different screen sizes.
*Strong knowledge in UI principles and patterns

Required Candidate profile
*Android studio, API integration, Android SDK, JAVA/KOTLIN XML & JSON Web Services and its relevant frameworks.
*Solid understanding of full Mobile Development Life Cycle and SDLC
*Immediate Joiner
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Any Postgraduate, Post Graduation Not Required
Doctorate :Doctorate Not Required
Key Skills
Android Application DevelopmentRestj2me mobile application programmerSOAP UIJava Android DeveloperMobile Application DeveloperJSONAndroid SDKandroid developerandroid mobile application programmerAndroid Mobile Application Developer"|['Android Application Development', 'Rest', 'SOAP UI', 'JSON', 'Android SDK']|Android Developer (Immediate Joiners) @ Chennai Location|Not Disclosed|Doctorate Not Required|2|Any Postgraduate, Post Graduation Not Required
1136|48|7 days ago|Any Graduate|2 - 6 years|"Job description
Experience in developing solid PHP applications using MVC Frameworks such as Laravel.

Extensive knowledge of HTML5,Bootstrap, CSS, JQuery and responsive UI development.

Experience with MYSQL and NoSQL databases.
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Other
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Any Postgraduate
Key Skills
LARAVEL DEVELOPERCSSPHP DEVELOPERJavascriptBootstrapHTMLJQueryLaravelPHP LARAVEL"|['CSS', 'Javascript', 'Bootstrap', 'HTML', 'JQuery', 'Laravel']|PHP Laravel Developer @ Pune|₹ 3,00,000 - 6,00,000 P.A.|||Any Postgraduate
1137|Less than 10|7 days ago|B.Tech/B.E. in Computers|2 - 5 years|"Job description
Experience in Hybrid Mobile App Development, designs develops enhances and tests front end hybrid mobile applications.
Ability to work on a number of projects simultaneously.
An enthusiasm for learning new, cutting edge open source technologies

Required Candidate profile
Skills: HTML, CSS, JavaScript, React Native , Payment method integration , Deployment & Git
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Mobile
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Computers
Key Skills
CSSHTMLReact Native
Javascript
Skills highlighted with ‘‘ are preferred keyskills"|['CSS', 'HTML', 'Javascript']|React Native Developer|₹ 50,000 - 3,00,000 P.A.||1|
1138|Less than 10|7 days ago|Any Graduate|4 - 5 years|"Job description
dot net developer
work from office
angul(orissa)
salary in hand 38k
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
Key Skills
.Net"|['.Net']|Dot Net Developer|₹ 4,00,000 - 4,75,000 P.A.|||
1139|Less than 10|7 days ago|Any Graduate|2 - 3 years|"Job description
Dotnet
Backend - oracle
salary inhand 20k
work from home
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
Key Skills
.Net"|['.Net']|Dot Net Developer|₹ 2,00,000 - 2,75,000 P.A.|||
1140|42|7 days ago|Any Graduate|1 - 4 years|"Job description
WordPress developer having experience in designing and developing websites based on WordPress, customising WordPress themes, Plugins, UI/UX. Should have knowledge in HTML and CSS3. Worked in e-Commerce and other website applications.
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - eCommerce, Internet Technologies
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
Key Skills
Wordpress CMSWeb AdministrationResponsive Web DesignWordpressHTMLEcommerce DevelopmentWeb DesigningWeb Development"|['Wordpress CMS', 'Web Administration', 'Responsive Web Design', 'Wordpress', 'HTML', 'Ecommerce Development', 'Web Designing', 'Web Development']|Wordpress Developer|₹ 1,25,000 - 3,00,000 P.A.||3|
1141|Less than 10|7 days ago|Any Graduate|5 - 10 years|"Job description
Contract - 11 months
Client - Infosys
JD:
-Min 5 + years of ReactJS Dev Ex (version 16.12.0)
-Exp in AngularJS (version 6.1.5)
-Involvement in Analysis,Estimation,Coding,Implementation
-Participation in Agile Development Process and all SDLC layers
RoleTeam Lead/Technical Lead
Industry TypeIT Services & Consulting
Functional AreaIT Software - Other
Employment TypeFull Time, Temporary/Contractual
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Any Postgraduate
Key Skills
AngularjsReact.JsAgile Development
SDLC Life Cycle
Skills highlighted with ‘‘ are preferred keyskills"|['Angularjs', 'React.Js', 'Agile Development', 'SDLC Life Cycle']|Senior React Developer|₹ 14,00,000 - 20,00,000 P.A.||1|Any Postgraduate
1142|69|7 days ago|Any Graduate|1 - 4 years|"Job description
The ideal candidate should be highly resourceful with experience in developing websites in PHP format and MySQL Server databases.
Strong knowledge of PHP framework-Codeigniter+laravel
Rest/third party API integration, payment gateway, SMS integration
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Any Postgraduate
Key Skills
MVC ArchitectureCSSMySQLJavascriptPHPHTMLJQueryLaravelCodeigniterAjax"|['MVC Architecture', 'CSS', 'MySQL', 'Javascript', 'PHP', 'HTML', 'JQuery', 'Laravel', 'Codeigniter', 'Ajax']|PHP Developer|₹ 1,50,000 - 3,00,000 P.A.||3|Any Postgraduate
1143|27|7 days ago|Any Graduate|2 - 3 years|"Job description
Node.js developer.
knowledge of JavaScript, web stacks, libraries, and frameworks. front-end technologies such as HTML5 and CSS3.
React Native Developer
Leverage native APIs
NP - Immediate joiner - 15 days less
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Other
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
Key Skills
CSSweb stackJavascriptNode.JsHTMLAPIReact Native"|['CSS', 'Javascript', 'Node.Js', 'HTML', 'API']|NodeJs Developer|₹ 3,00,000 - 6,00,000 P.A.||4|
1144|20|7 days ago|Any Graduate|1 - 5 years|"Job description
Should have min 1-5 years of web application development experience. Mandatory to have Hands-on experience in SAP Fiori & SAPUI5 custom development. Actively aid the consulting team in different phases of the project.Must be available in 15 -30 days.
RoleERP Consultant
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Temporary/Contractual
Role CategorySystem Design/Implementation/ERP/CRM
Education
UG :Any Graduate
PG :Any Postgraduate
Key Skills
SAP UI5UI5 Fiori"|[]|Opening For SAP UI5 Fiori Consultant|Not Disclosed||3|Any Postgraduate
1145|Less than 10|7 days ago|BCA in Any Specialization, B.Tech/B.E. in Any Specialization|2 - 6 years|"Job description
We are looking for a React Native developer interested in building performant mobile apps on both the iOS and Android platforms. You will be responsible for architecting and building these applications.
RoleTechnical Architect
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :BCA in Any Specialization, B.Tech/B.E. in Any Specialization
PG :M.Tech in Any Specialization
Key Skills
Android Application DevelopmentGITIos Developmentgit workforceCoding StandardReact NativeAjax"|['Android Application Development', 'GIT', 'Ios Development', 'Ajax']|Opening For React-Native Developer|Not Disclosed|||M.Tech in Any Specialization
1146|37|7 days ago|B.Tech/B.E. in Any Specialization|2 - 4 years|"Job description
Have prior experience as an Android Developer using Kotlin, Java, Android SDK, Android NDK. Knowledge on different versions of Android, screen sizes, Google Maps SDK, GitHuB, Hybrid, MVVM, MVC, Retrofit, APIs, ROOM, Restful APIs, Recycler view, BLE
RoleSoftware Developer
Industry TypeElectronic Components / Semiconductors
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Any Specialization
Key Skills
RetrofitAndroid DevelopmentFlutterKotlin"|['Retrofit', 'Android Development']|Android Application Developer|₹ 1,50,000 - 5,00,000 P.A.||2|
1147|22|7 days ago|B.Tech/B.E. in Computers|7 - 10 years|"Job description
Must experience in CRM implementation and maintenance
Siebel Configuration, Workflow, Scripting, EIM, EAI, Siebel Admin, Open UI, PL SQL and IP 18 knowledge and Web tools
Should work closely with the client and development team

Required Candidate profile
Should have awareness of Salesforce Sales, Service and Marketing cloud.
Should be able to run queries and perform basic system analysis, RCA
stages of development, and conduct demos at completion
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Computers
PG :M.Tech in Computers, MCA in Computers
Key Skills
Siebel EIMIPWorkflowPLSQLSiebel CRMCRMScripting"|['Siebel EIM', 'IP', 'Workflow', 'PLSQL', 'Siebel CRM', 'CRM', 'Scripting']|Siebel Consultant(Immediate Joiner)|Not Disclosed||3|M.Tech in Computers, MCA in Computers
1148|72|7 days ago|Any Graduate|5 - 8 years|"Job description
Experience with iOS, Objective-C, Cocoa, Swift
Experience on Back-End STACK technologies is a plus. (LAMP, MEAN etc)
Coursework in Object-Oriented programming languages (C++/Java, etc)
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Mobile
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
Key Skills
c++javameanObjective CSwiftLAMPIOSCocoa"|['c++', 'java', 'mean', 'Objective C', 'Swift', 'LAMP', 'IOS', 'Cocoa']|IOS Developer(C2H)|₹ 18,00,000 - 20,00,000 P.A.|||
1149|10|7 days ago|Any Graduate|4 - 6 years|"Job description
Total experience : 4 to 6 Years
location : Pune
Job type : Permanent

Description :
Must have Skills : Semiconductor Manufacturing & Test Good to Have Skills : Advanced Embedded System Engineering Job Requirements : Key Responsibilities : 1 Build test plans to implement these strategies, considering issues such as design feature priority, potential customer impact, coverage metrics generation and measurability, etc 2 Develop tools, test benches, and test suites UVM, C/C or otherwise, as needed to execute test plans 3 Provide technical leadership for verification engineers and coordinate technical teams to execute our verification strategies to meet program goals 4 Collaborate closely with the design team on feature specifications Technical Experience : Hands on exp : 1 System Verilog 2 TestBench Archirtecture knowledge 3 UVM 4 VCS
RoleTeam Lead/Technical Lead
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
Key Skills
Semiconductor Manufacturing"|['Semiconductor Manufacturing']|Job openings For Semiconductor Manufacturing & Test _ Pune|Not Disclosed|||
1150|29|7 days ago|Any Graduate|3 - 8 years|"Job description
Siebel Core –Products, Activities, Accounts, Contacts, Pricing.
Exper. with Oracle Siebel CRM Configuration; Business Components, Views,
Applets, Roles & Responsibilities, Workflow, eScript.
Integrations, Business Services, Web Services, Scripting,
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
Key Skills
siebel"|['siebel']|Siebel Developer|Not Disclosed|||
1151|49|7 days ago|Any Graduate|8 - 12 years|"Job description
Adept at SOA architecture, design patterns, integrations, SOA middleware application. Experience with Oracle OSB, OIC, ODI, MFT, OMC, J2EE, JMS, WebLogic, REST SOAP APIs, XML XSLT JSON.
RoleTeam Lead/Technical Lead
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
Key Skills
Oracle BPELSOAOSB
Oracle CloudOracle Fusion
Skills highlighted with ‘‘ are preferred keyskills"|['Oracle BPEL', 'SOA', 'OSB', 'Oracle Fusion']|SOA Lead Developer|₹ 30,00,000 - 35,00,000 P.A.||1|
1152|12|30+ days ago|B.Tech/B.E. in Computers|5 - 8 years|"Job description


Providing technical Hands on training on Latest Ruby on Rails Work Space.

Conducting training programs for corporate executives accordingly.



Relevant Certifications preferred..


Must have at least 5 years of Hands on Work experience.


To facilitate the learning process of the aspirants by delivering the course curriculum and training them so
as to help them acquire necessary skills.


To provide training in communicative English.


Must have Excellent presentation skills.


Having good Training Experience.
RoleTrainer/Faculty
Industry TypeEducation / Training
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryOther
Education
UG :B.Tech/B.E. in Computers
PG :M.Tech in Computers
Key Skills
TrainingEnglishprocessProviding trainingTechnicalInstructorCorporatePresentation skillsRuby on rails"|['Training', 'English', 'process', 'Providing training', 'Technical', 'Corporate', 'Presentation skills', 'Ruby on rails']|Ruby on Rails Instructor (Freelancer)|Not Disclosed||1|M.Tech in Computers
1153|Less than 10|30+ days ago|B.Tech/B.E. in Computers|2 - 3 years|"Job description
Experience:
Minimum 2- 3 years of experience in Action scripting
Minimum 1- 2 years of experience in AS2 programming
Sound understanding of OOPS concepts
Experience is AS2 programming and developing Rich internet applications.
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Computers
PG :Post Graduation Not Required
Key Skills
Analytical skillsCodingOOPSMySQLInternet applicationsDatabaseProgrammingdevelopingRemotingSQLScripting"|['Analytical skills', 'Coding', 'OOPS', 'MySQL', 'Internet applications', 'Database', 'Programming', 'developing', 'Remoting', 'SQL', 'Scripting']|Flash Programmer|Not Disclosed||1|Post Graduation Not Required
1154|Less than 10|30+ days ago|B.Tech/B.E. in Computers|2 - 3 years|"Job description
The Vacancy:

Good command over PHP, MySQL, JSON, XML, AJAX, HTML, CSS, jQuery.
Good knowledge of OOPS (Object oriented programming in PHP 5)
Coding standards, organizational programming skills and good commenting practices are important.
Leadership qualities highly desiredThe Candidate:
We're looking for someone with a 'can do' attitude, the ability to manage and priortoize multiple projects and a commitment to delivering the best possible technical solutions and service for our growing client base.
We are looking for an experienced PHP/ / WordPress developer who is keen to get involved in all stages of a project from initial planning onwards, so that we can provide a more complete, joined up, bulletproof, quality in- house web service
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - eCommerce, Internet Technologies
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Computers
PG :Post Graduation Not Required
Key Skills
html cssphp mysqltechnicalwordpressdoajaxjqueryqualitywebxmlserviceoopsjsonphpdeveloperprogramming"|['php mysql', 'technical', 'wordpress', 'do', 'ajax', 'jquery', 'quality', 'web', 'xml', 'service', 'oops', 'json', 'php', 'developer', 'programming']|PHP Developers|Not Disclosed||1|Post Graduation Not Required
1155|27|30+ days ago|B.Tech/B.E. in Computers|2 - 6 years|"Job description
Responsibilities:

Assist in the development of high performance, highly scalable web applications
Be involved in all aspects of development mdash playing a critical role in design, planning, development and deployment
Use technical knowledge and creative thinking to provide the most innovative solutions
Be self- motivated to meet aggressive deadlines in a rapid application development environment Experience:

Expert in at least Moodle, PHP, MySQL, Javascript/ jQuery
Extensive knowledge of LAMP (Linux- Apache- MySQL- PHP) based development
Experience working with Web Services (e.g. REST, SOAP) in a highly scalable, highly available environment Skills:

Strong fundamental understanding of web application technology
Strong understanding of basic web skills (HTML, CSS and Javascript)
Good communications skills and organization skills
Ability and desire to learn new applications/ processes/ environmentsClomosoft Technologies offers abundant opportunities for professional enhancement through:

Enabling faster growth
Encouraging multifunctional skills
Recognizing and rewarding individual performance
Exposing the team with the latest technologies
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - eCommerce, Internet Technologies
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Computers
PG :M.Tech in Computers
Key Skills
moodledevelopmentphp mysqlcssweb applicationtechnicalenhancementjavascriptapplication developmentskillsapacheapplicationweblinux"|['moodle', 'development', 'php mysql', 'css', 'web application', 'technical', 'enhancement', 'javascript', 'application development', 'apache', 'application', 'web', 'linux']|Moodle|Not Disclosed||1|M.Tech in Computers
1156|Less than 10|30+ days ago|Any Graduate|6 - 11 years|"Job description
  Duration and allocation:
100% allocation for a period of 9 months excluding July only 50%
Start date: as soon as possible
End date: 30.11.2021 + 3 months minimum
Offshore resource
Job description:
To support the design of MS Azure and migration of servers from a DC to MS Azure.
Competencies:
Have worked with design of MS Azure.
Have worked with migration from private DC to MS Azure.
Have experience with MS ASR tool and Migrate tool.
Have experience with AD and Citrix and other technologies used in MS Azure.
Have experience with the cost and optimisation side in MS Azure.
Used to work with vendors.
Competencies (all mandatory unless otherwise specified):
Knowledge within life science / pharma industry is an advantage
Experience with LEO GIT processes is an advantage
Skilled in MS Office (PowerPoint, Excel, Word)
Professional level in written and verbal English
Experience with working with people around the globe
Pro-active, positive and open mindset
Go-getter attitude
Highly structured
Great people skills
Good cooperation skills
RoleTechnical Architect
Industry TypeManagement Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
ASRTechnical ArchitectMS Office PowerpointSIDEUsageGITExcelPharmaCloudCost"|['ASR', 'Technical Architect', 'MS Office Powerpoint', 'SIDE', 'Usage', 'GIT', 'Excel', 'Pharma', 'Cloud', 'Cost']|Lead MS Azure Cloud Technical Architect|Not Disclosed||1|Post Graduation Not Required
1157|Less than 10|30+ days ago|B.Tech/B.E. in Production/Industrial|3 - 8 years|"Job description

Job Description :
Create an inspiring team environment with an open communication culture
Responsibility of achieving deadlines as per clients¢?? requirements
Assignment of tasks through documentations
Work as a Developer in critical situations
Set clear team goals
Delegate tasks and set deadlines
Monitor team performance and send daily performance reports
Discover training needs and provide coaching
Recognize high performance and reward accomplishments
Help resolving conflicts in work if any


Required Skills:
Minimum 3 years of work experience as a team leader
In-depth knowledge of WordPress(Plug-ins), Core PHP, Magento, Laravel, CI, Shopify
excellent communication and leadership skills
Organizational and time-management skills
Decision-making skills
Must be from BTech or MCA background
Keywords:
Core PHP, Laravel, Shopify, CI, WordPress(Plug in)
RoleTeam Lead/Technical Lead
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Production/Industrial
PG :MCA in Computers
Key Skills
TrainingTime managementWordpressTechnical LeadMonitoringCore PHP"|['Training', 'Time management', 'Wordpress', 'Technical Lead', 'Monitoring', 'Core PHP']|Team Lead|Not Disclosed||1|MCA in Computers
1158|Less than 10|30+ days ago|Any Graduate, B.Tech/B.E. in Production/Industrial|3 - 8 years|"Job description
Description
Looking for an expert mobile application developer who has expertise in hybrid mobile application technology :

Job Description :

Must to have in development of Hybrid Mobile application using React / React Native /PhoneGap / Ionic / Flutter / Angular JSShould have Excellent technical knowledge on HTML, HTML5, CSS, CSS3, JavaScript, J-Query skills.

Graduation, BTech CSE

RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate, B.Tech/B.E. in Production/Industrial
PG :Post Graduation Not Required
Key Skills
CSSjQueryhtml5Manager TechnologyJavascriptHTMLCSS3"|['CSS', 'jQuery', 'html5', 'Javascript', 'HTML', 'CSS3']|Hybrid Developer|Not Disclosed||1|Post Graduation Not Required
1159|59|30+ days ago|Any Graduate|2 - 3 years|"Job description
Skills: CSS , HTML , JAVA , JAVASCRIPT , JQUERY , Oracle SQL,Micro Services / Bigdata / Hadoop / NoSQL / Mongo DB.
Job Description:
To architect Java applications and related developments.
Testing and deploying the applications in server.
Understanding concepts and developing R&D tools in Java technology.
Excellent communication and presentation skills, with the ability to work harmoniously within a team as both a leader and a contributor.
Ability to work in an international team setting and foster excellent working relationships
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :MCA in Computers
Key Skills
ArchitectjQueryNoSQLOracle SQLHadoopJavascriptManager TechnologyDeploymentHTMLTesting"|['Architect', 'jQuery', 'NoSQL', 'Oracle SQL', 'Hadoop', 'Javascript', 'Deployment', 'HTML', 'Testing']|Java Developer|Not Disclosed||1|MCA in Computers
