|Doctorate :|Job Applicants:|PG :|Posted:|UG :|experience|job_desc|key_skills|position|salary|Openings:
1256||115|Any Postgraduate|13 days ago|Any Graduate|2 - 4 years|"Job description
Requirements:
Well versed with Tally software MS office (excel)
Knowledge about compliances regarding GST TDS
Bank reconciliation
Reports to the management client vendors
Good Communication skills
Should be well versed with banking activities
RoleAccounts Executive/Accountant
Industry TypeIT Services & Consulting
Functional AreaAccounts, Finance, Tax, Company Secretary, Audit
Employment TypeFull Time, Permanent
Role CategoryAccounts
Education
UG :Any Graduate
PG :Any Postgraduate
Key Skills
TDSUsagedigital contentBank reconciliationExcelBankingManager TechnologyTally softwareManagementDigital marketing"|['TDS', 'Usage', 'digital content', 'Bank reconciliation', 'Excel', 'Banking', 'Tally software', 'Management', 'Digital marketing']|Accountant|Not Disclosed|1
1257||219|Any Postgraduate|13 days ago|Any Graduate|2 - 7 years|"Job description
seeking a highly motivated individual to be a part of the Tech and Innovation team and lead the Geospatial Imaging Systems (GIS) project.
Working with the Head of Division and other project heads, the position will be responsible for delivering and executing all activities as enumerated in the project plan related to producing high quality maps, data analysis, and other GIS related tasks.
Who we re looking for
The incumbent will be responsible for the programmatic activities and in project development, reporting, data management and analysis within the GIS project.
Their primary duties include analysing spatial data through mapping software and designing digital maps with geographic data and various other data sets.
Qualifications and skills
A graduate/post-graduate degree in a relevant subject like ecology, wildlife studies, conservation action, forest management, GIS and/or significant work experience of at least 2 years in a relevant field;
Proficiency with database management, and mapping software (ArcGIS, QGIS, etc.0
Outstanding quantitative skill-set and analytical mindset
Experience in the design, planning, implementation, and management of conservation projects;
Understanding and experience of working for or with NGOs;
A good knowledge of ecological and botanical survey methodologies and practices is essential;
Broad responsibilities include
Coordinate with project teams in the organization and seek details of components requiring GIS inputs including collection of data, maps, etc.
Analysing spatial data through the use of mapping software and discovering patterns and trends
Designing digital maps with geographic data and other data sources.
Producing maps showing the spatial distribution of various kinds of data collected during surveys, rescues, etc.
Produce reports and/or scientific publications on geographic data utilizing data visualizations.
Managing a digital library of geographic maps in various file types
Mentoring and monitoring interns that are hired from time to time in the division
RoleProject Lead
Industry TypePower
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Any Postgraduate
Key Skills
GISProject developmentData analysisData managementDatabase managementAnalyticalProductionManagementMonitoringArcgis"|['GIS', 'Project development', 'Data analysis', 'Data management', 'Database management', 'Analytical', 'Production', 'Management', 'Monitoring', 'Arcgis']|Programme Officer|Not Disclosed|1
1258||Less than 10|Post Graduation Not Required|27 days ago|Any Graduate|11 - 15 years|"Job description
This candidate will shape and drive the Technology Strategy for the organization
Build and maintain strong relationships with senior management and professionals to proactively understand the Infrastructure Services needs of the business and technology teams and to communicate opportunities, progress, and accomplishments
Contribute to the defining and maintaining the technology roadmap for the Infrastructure and Cloud platforms
Building an outstanding technology team, including the recruitment, development, coaching and retention of technology professionals with effective succession plans
Working closely with the global teams develop and enable the organisation and people transformation agenda
Planning, organisation and control across programmes and budgets ensuring the appropriate delivery, risk management, security and fiscal governance is in place across the teams
Actively manage third party partners and suppliers ensuring relationships are current and issues addressed early.
RoleHead/VP/GM-Technology(IT)/CTO
Industry TypeRecruitment / Staffing
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategorySenior Management
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
AutomationmanagementCloudManager TechnologyDirectorManagementRisk managementinfrastructure servicesRecruitment"|['Automation', 'management', 'Cloud', 'Management', 'Risk management', 'infrastructure services', 'Recruitment']|Director Infrastructure & Cloud Automation|Not Disclosed|1
1259||45|Post Graduation Not Required|27 days ago|Any Graduate|1 - 2 years|"Job description
We are looking for a Technical Content Writer to join our team and enhance our websites with the latest blog columns, designs, and marketing images.

Responsibilities Duties -

1. The candidate will be expected to handle all content related activities
2. Creating titles for articles, press releases and promotional articles
3. Excellent technical writing skills including the ability to understand technical concepts and translate them into high quality content
4. Writes, schedules, and posts content online; maintains company web pages and blog(s)
5. Should filter information into clear and concise text and have the ability to present content in the most engaging manner.
6. Understand that content has requirements in terms of tone, style, messaging in different mediums and have experience in writing such accordingly

Knowledge Skill -

Excellent technical writing skills
Creative approach along with good editing skills
Create relevant content as per the work requirements
Ability to understand and analyse the content.
English communication skills both written and verbal
RoleContent Developer
Industry TypeIT Services & Consulting
Functional AreaJournalism, Editing, Content
Employment TypeFull Time, Permanent
Role CategoryContent Development
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
ArticlesTechnical Writing SkillsTechnical Content WriterEditing"|['Articles', 'Technical Content Writer', 'Editing']|Technical Content Writer|Not Disclosed|1
1260||86|Post Graduation Not Required|27 days ago|Any Graduate|2 - 5 years|"Job description
1. Troubleshooting implementing of the OSS/EMS Support Issues tracking
them for closure
2. Audit and reconcillation of Service Inventory data
3. Ensure OSS/EMS and NBI SBI connectivity uptime of 99.99 percent
4. Configuration Tasks on OSS and EMS Systems


Minimum 2 Years - Maximum 5 Years
Skills & Competencies :

1. User Managamnet and Change Managment activities using the ITIL
process
2. Performing the Sys-Admin functions,housekee
RoleCustomer Support Engineer/Technician
Industry TypeTelecom / ISP
Functional AreaIT Hardware, Technical Support, Telecom Engineering
Employment TypeFull Time, Permanent
Role CategoryTechnical Support
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
WirelessHousekeepingChange managementSys AdministratorReconciliationITIL processTroubleshootingInventoryAuditing"|['Wireless', 'Housekeeping', 'Change management', 'Reconciliation', 'ITIL process', 'Troubleshooting', 'Inventory', 'Auditing']|L2 TAC Wireless EMS|Not Disclosed|1
1261||Less than 10|Post Graduation Not Required|27 days ago|Any Graduate|4 - 6 years|"Job description
1. Drive channel expansion in the catchment territory
2. Monitor the performance of retail outlets in the catchment territory
3. Drive acquisition and revenue targets (inbound and outbound)
4. Operationalize all the Jio points within a Jio Centre
5. Own performance of the preferred outlets of the territory
6. Ensure world class customer experience at Jio Points
7. Maintain hygiene and governance at Jio Points
8. Monitor and manage productivity of the team
9. Monitor, evaluate and train the team and channel partners


4 - 6 years
Skills & Competencies :

1. Territory familiarity
2. Distribution management skills
3. People management skills
4. Communication skills
5. Influencing and negoti
RoleTeam Lead/Technical Lead
Industry TypeTelecom / ISP
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
TrainingOutboundDistribution managementProcess orientationPeople management skillsCustomer experienceManagementMonitoringRetail outlets"|['Training', 'Outbound', 'Distribution management', 'Process orientation', 'People management skills', 'Customer experience', 'Management', 'Monitoring', 'Retail outlets']|Jio Point Lead C|Not Disclosed|1
1262||11|Post Graduation Not Required|27 days ago|Any Graduate|4 - 6 years|"Job description
1. Drive channel expansion in the catchment territory
2. Monitor the performance of retail outlets in the catchment territory
3. Drive acquisition and revenue targets (inbound and outbound)
4. Operationalize all the Jio points within a Jio Centre
5. Own performance of the preferred outlets of the territory
6. Ensure world class customer experience at Jio Points
7. Maintain hygiene and governance at Jio Points
8. Monitor and manage productivity of the team
9. Monitor, evaluate and train the team and channel partners


4 - 6 years
Skills & Competencies :

1. Territory familiarity
2. Distribution management skills
3. People management skills
4. Communication skills
5. Influencing and negoti
RoleTeam Lead/Technical Lead
Industry TypeTelecom / ISP
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
TrainingOutboundDistribution managementProcess orientationPeople management skillsCustomer experienceManagementMonitoringRetail outlets"|['Training', 'Outbound', 'Distribution management', 'Process orientation', 'People management skills', 'Customer experience', 'Management', 'Monitoring', 'Retail outlets']|Jio Point Lead C|Not Disclosed|1
1263||22|Post Graduation Not Required|27 days ago|Any Graduate|5 - 8 years|"Job description
1. Drive home connect and care operations in the assigned territory
2. Source and train technicians by teeing up with target colleges
3. Conduct classroom and on the job trainings for technicians
4. Mentor and guide technicians to enhance productivity
5. Ensure zero defect execution of home connect activity
6. Drive home connect installation and fault repair related SLA
7. Ensure customer satisfaction
8. Ensure adherence to processes as per company defined SLAs


5 - 8 years
Skills & Competencies :

1. Product service knowledge
2. Knowledge of IT tools usage
3. Speak local language
4. Planning and organizing skills
5. Team Management
RoleService/Maintenance Supervisor
Industry TypeTelecom / ISP
Functional AreaProduction, Manufacturing, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProduction/Manufacturing/Maintenance
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
SupervisorTrainingTeam managementProduct serviceCustomer satisfactionMentorSLAS"|['Supervisor', 'Training', 'Team management', 'Product service', 'Customer satisfaction', 'Mentor', 'SLAS']|JC Home Connect Master Supervisor A & B|Not Disclosed|1
1264||Less than 10|Post Graduation Not Required|27 days ago|Any Graduate|1 - 6 years|"Job description
Great learning opportunity which involves working several open source tools for publication and web development. This job will involve exposure to a very wide area of tools and technologies. The responsibilities will include :
Designing and publishing web pages
Writing technical content and articles for products and applications for the web
SEO for web pages, analyzing performance measurement of stratergies
Designing graphics for web
Designing product brochures and user manuals
Desktop Application/Mobile App Development
Skills
Technical Writing in English, Graphics Design - Vector Graphics(Inkscape), Image Editing (GIMP), Document Publishing, Typesetting. [Required]
RoleTechnical Writer
Industry TypeIndustrial Equipment / Machinery
Functional AreaIT Software - Other
Employment TypeFull Time, Permanent
Role CategoryQA/Testing/Documentation
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
GraphicsTypesettingC++Image editingWeb technologiesTechnical writingWeb developmentSEOOpen sourceperformance measurement"|['Graphics', 'Typesetting', 'C++', 'Image editing', 'Web technologies', 'Technical writing', 'Web development', 'SEO', 'Open source', 'performance measurement']|Technical Writing and Web Development|Not Disclosed|1
1265||Less than 10|Post Graduation Not Required|27 days ago|Any Graduate|5 - 7 years|"Job description
5-7 years experience in Java/automation testing/dot net.
Extensive technical expertise in Core Java, J2EE, JSP, Servlets, Webservices.
Demonstrate strong written and oral communication skills.
Ability to lead team of 5-8 people
Gather and Analyze Requirements and document the requirements.
Review all artifacts created by Developers/Senior Developers
Take ownership for the quality of the artifacts before customer delivery
RoleTeam Lead/Technical Lead
Industry TypeFilm / Music / Entertainment
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
JSP servletsCore JavaAutomation testingTeam leadingWeb servicesJava web servicesPDFMaya.NetJ2Ee"|['JSP servlets', 'Core Java', 'Automation testing', 'Team leading', 'Web services', 'Java web services', 'PDF', 'Maya', '.Net', 'J2Ee']|Technical Lead|Not Disclosed|1
1266||27|Post Graduation Not Required|27 days ago|B.Tech/B.E. in Computers|2 - 4 years|"Job description
As Salesforce Administrator you will
Candidate s main responsibility includes Administering of Salesforce application using Salesforce features like Objects, workflows, Validation rules, flows and process builders and ensuring that the Business specific changes are deployed to PROD on a periodic basis.
Integration activities like integrating with Outlook/External systems and data loaders will be key technology stack that the candidate will be working.
Writing SoQL queries as and when required.
Interacting with Business, understanding Business requirement, collaborating with Boston counterparts and managing the ongoing Business support and deployment activities will also be one of the key function that the candidate will participate in.
Assignments will be team-oriented making communication and collaboration skills as important as technical skills.
What we value
These skills will help you succeed in this role
Expertise in configuration on Salesforce.com platform; experience minimum of 2 to 4 years.
Must have collaborative skills; take direction from project leads with flexibility and sense of urgency..
Candidates should also have demonstrated proficiency with Salesforce data loaders.
Should be able to hit ground running and mix well with both IT and end-user business teams.
Assignments will be team-oriented making communication and collaboration skills as important as technical skills.
Should have interest and flexibility in learning different areas both in technical functional based on the project requirements.
Must have strong interpersonal skills that foster close collaboration with various partners throughout the business and technology teams.
Education Preferred Qualifications
Any Bachelor s Degree or Higher
Additional requirements
Strong communication skills
Able to perform weekly and daily tasks About State Street
RoleSystem Analyst
Industry TypeBanking
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Computers
PG :Post Graduation Not Required
Key Skills
Salesforce AdministratorInvestment researchProduct innovationManager TechnologyApplication developmentData analyticsAsset managementInvestment managementFinancial servicesSalesforce"|['Salesforce Administrator', 'Investment research', 'Product innovation', 'Application development', 'Data analytics', 'Asset management', 'Investment management', 'Financial services', 'Salesforce']|Application Development / Maintenance, Assc2|Not Disclosed|1
1267||Less than 10|Post Graduation Not Required|27 days ago|B.Tech/B.E. in Computers|4 - 7 years|"Job description
Additional Requirements
Experience in Microsoft Dynamics CRM 2011/2013/2015/2016/Dynamics 365 Modules and features
Hands on experience with Microsoft Dynamics CRM customizations and Configuration
Customise forms using supported extensions
Configuration and Administration
Deployment Packaging of Solutions
Deployment and Troubleshooting of Outlook for Dynamics CRM
Troubleshooting Performance / Authentication / Network issues with Dynamics CRM Outlook.
Server-Side Email Sync
Upgrades
Security Model
Business Process Flows, Workflows Dialogs
Business Rules
Custom C# Workflow Activities, C# Plugins Actions
JavaScript HTML Web Resources
FetchXml Custom SSRS Reports
Languages C#.NET, JavaScript, HTML CSS
Key Skills
MSCRM, Microsoft Dynamics CRM, Dynamics CRM, Microsoft CRM, Microsoft Dynamics CRM, Dynamics 365
RoleOutside Technical Consultant
Industry TypeIT Services & Consulting
Functional AreaIT Software - ERP, CRM
Employment TypeFull Time, Permanent
Role CategorySystem Design/Implementation/ERP/CRM
Education
UG :B.Tech/B.E. in Computers
PG :Post Graduation Not Required
Key Skills
Business processSSRSJavascriptPackagingWorkflowbusiness rulesHTMLMicrosoft DynamicsTroubleshootingTechnical support"|['Business process', 'SSRS', 'Javascript', 'Packaging', 'Workflow', 'business rules', 'HTML', 'Microsoft Dynamics', 'Troubleshooting', 'Technical support']|Sr . Technical Consultant - CRM|Not Disclosed|1
1268||139|Post Graduation Not Required|27 days ago|B.Tech/B.E. in Computers|4 - 8 years|"Job description
Summary: Required Functional Consultant for D365 FO
DUTIES AND RESPONSIBILITIES
Gathering Client requirements and Analysis
Documentation
Configuration
Co-ordination with the Technical team and the test team
Interfacing with client including client communications
Testing of the process flow/functional testing
Assist in Deployment and various signoffs from the client
End user Training
Other relevant activities/tasks
Functional knowledge and configuration knowledge of
General Ledger
Accounts Payable
Accounts Receivable
Cash and Bank Management
Inventory Management
Fixed Assets
Taxation (GST, VAT)
Procurement and Sourcing
Project Management and Accounting
Service Management
Production Control
Warehouse Management
Transport Management
Product Configurator
Master Planning
Asset Management
QUALIFICATIONS AND CERTIFICATIONS:
Preferably Chartered Accountant, Cost Accountant, MBA with Finance
RoleFunctional Outside Consultant
Industry TypeIT Services & Consulting
Functional AreaIT Software - ERP, CRM
Employment TypeFull Time, Permanent
Role CategorySystem Design/Implementation/ERP/CRM
Education
UG :B.Tech/B.E. in Computers
PG :Post Graduation Not Required
Key Skills
ProcurementService managementCostingFixed assetsProject managementFunctional testingVATAsset managementTaxationTechnical support"|['Procurement', 'Service management', 'Costing', 'Fixed assets', 'Project management', 'Functional testing', 'VAT', 'Asset management', 'Taxation', 'Technical support']|Sr . Functional Consultant ( F & O )|Not Disclosed|1
1269||654|Post Graduation Not Required|27 days ago|Any Graduate|4 - 6 years|"Job description
Roles Responsibilities
Your role would need you to provide support on new hire onboarding, employee offboarding, immigration, employee relations, compliance, and reporting and/or other employee lifecycle events. You will work very closely with BPs and business leaders to support and execute HR and talent initiatives.
Maintain confidentiality at all times
Process a variety of employment related paperwork, including new hire documents, employee status changes, database updates, employee information and other employee data.
knowledge on core HR operations team activities like induction, BGV and on-boarding, relocation, handling people grievances, payroll, managing personnel files and drive periodic audits.
Partner with other enabling teams (HRBP, Finance, Admin, IT) to execute HR Operation processes.
Provide excellent employee service and act as a point of contact for employees who have routine questions regarding HR policies and procedures.
Provide exceptional support to HR and business leaders, by enabling them with accurate information and sound advice while working on any HR, process related problems.
Partner with HRBPs on new hire connects for assessment deep dive on issues and resolve
Provide data, program and process support to business and HRBPs to ensure HR and business priorities are completed seamlessly
Provide analytics support for creating and reviewing reports including HC data, survey responses and process tracking spreadsheets
Build and maintain online repository of knowledge updates best practices for easy access and retrieval
Support, implement and modify HR processes to align with the employee journeys and HR digitization journey
Identify, analyze and develop improvements to processes and/or procedures to establish consistency in executing various HR tasks and bringing in exceptional employee experience
Support seamless execution of all HR programs and processes within the BU
Experience :
4-6 years of relevant experience in HR operations or another business or corporate operations team
Graduate in any discipline
Excellent communication skills (written and verbal)
Professional knowledge on MS tools. Must have worked on preparing and presenting the reports / analytics and dashboards
Should have experience in core HR operations team activities like induction, BGV and on-boarding, relocation, handling people grievances, payroll, managing personnel files and drive periodic audit
Must have knowledge and experience in HRIS systems
Skill s Required:
Problem solving
Employee experience focused
Adaptability / Resilience
Proven ability to manage competing priorities and meet tight deadlines
Comfortable in using technology systems and applications to execute day to day responsibilities
Discretion in dealing with confidential information
Good interpersonal skills
Ability to drive initiatives independently
Vendor management skills
RoleHR Manager
Industry TypeBPO / Call Centre
Functional AreaHR, Recruitment, Administration, IR
Employment TypeFull Time, Permanent
Role CategoryHR/ Recruitment / IR
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
Hr PoliciesFinancial ServicesHrisFinanceEmployee RelationsHrbpHr ProcessesVendor ManagementOnboardingHr Operations"|['Hr Policies', 'Financial Services', 'Hris', 'Finance', 'Employee Relations', 'Hrbp', 'Hr Processes', 'Vendor Management', 'Onboarding', 'Hr Operations']|Lead - People Ops Partner|Not Disclosed|1
1270||64|Post Graduation Not Required|27 days ago|B.Tech/B.E. in Computers|3 - 6 years|"Job description
Role and Responsibilities
As a senior team member, you will lead the development of new services/features and work closely with other leads and specialists across the product teams in our organization.
Design and develop highly efficient code ensuring scalability, performance, security and quality
Provide technical leadership to the feature team. Mentor junior engineers. Drive and own the Dev Owns Quality mindset.
Participate in design and code reviews. Ensure high coverage with test automation.
Help improve and maintain the availability of the cloud automation services deployed in production
Work collaboratively with broader engineering and cross-functional teams across geos.
Work with Product Management to discuss requirements, help identify key value propositions, identify solutions
Work in an Agile development environment while continuously evaluate and improve engineering processes.
Understanding of cloud architectures and packaging of micro-services into on-premise infrastructures
Required Skills
BTech/MTech Degree or equivalent in Computer Science.
8+ years of experience designing and developing large enterprise-class products (packaged or cloud services).
2+ years in developing distributed, scalable, and high-performance applications.
Expertise in Java, Spring framework, REST APIs, Hibernate, database design, Postgres/MySQL.
Strong experience to develop and debug multi-threaded and asynchronous code.
Experience in working with build and test automation tools - Maven, Jenkins, Git or similar.
Good understanding of SDLC, Agile methodologies.
Systematic problem-solving approach coupled with a strong sense of ownership and drive.
Excellent written and verbal communication skills in English.
Preferred Skills
Exposure to a micro-services architecture, Docker and Kubernetes is a strong plus.
Experience designing and automating tests for your deliverables is a strong plus.
Some experience in Angular and JavaScript, as well as other web UI technologies and frameworks is a plus.
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Computers
PG :Post Graduation Not Required
Key Skills
Product managementVMwareMavenHibernateERPDatabase designMySQLJavascriptAgileSDLC"|['Product management', 'VMware', 'Maven', 'Hibernate', 'ERP', 'Database design', 'MySQL', 'Javascript', 'Agile', 'SDLC']|Member of Technical Staff - Java|Not Disclosed|1
1271||Less than 10|Post Graduation Not Required|27 days ago|B.Tech/B.E. in Computers|3 - 7 years|"Job description




Ingesting the connected vehicle and Smart mobility data into the Hadoop and building data products by transforming the data available in the data lake.
Understand and Gather the requirements from Business(source owner) Convert the requirements into Technical and provide to IT team for developing scripts
Coordinate and collaborate with Business,
IT ,Data quality and other relevant teams
Validate the data by doing UAT and provide the approval for the deployment
Support the user queries once the data is landed into Hadoop Create technical design document
Responsible for testing and documenting the use cases
Responsible for supporting production issues in a DevOps approach
Required Skill Sets
Knowledge in working on Hadoop systems (Hive, HDFS, Oozie) .
Implement Informatica BDM mappings for extracting data from source systems .
Knowledge on developing Mappings, Mapplets ,Sessions, Worklets, Workflows .
Experience in Data Quality profiling and scorecards using informatica Developer
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Computers
PG :Post Graduation Not Required
Key Skills
hiveTechnical designoozieHadoophdfsDeploymentData qualityInformaticaTesting"|['hive', 'Technical design', 'oozie', 'Hadoop', 'hdfs', 'Deployment', 'Data quality', 'Informatica', 'Testing']|Specialty Development Senior|Not Disclosed|1
1272||31|Post Graduation Not Required|27 days ago|Any Graduate|5 - 8 years|"Job description
Responsibilities :-
Photoreal Rendering
3D Animation
2D Animation
Model preparation and Optimization
Virtual Reality Model Preparation
Graphical Design
Virtual Lighting Simulation
Virtual Camera Simulation
Skills:
Understanding of Creo data and PDM database
Data preparation, download and conversion to mesh data
Polygon count reduction without compromising visual fidelity
Creating Photorealistic materials and Texturing
Photographic Lighting and Composition
Storyboarding and Creative Direction
Mechanical Rigging and Character Rigging
Mechanical and Character Animation
Batch and Network rendering techniques
Video post processing and Visual effects
Image post processing
Texture baking and generation
Understanding IES lights and its behavior
Report Generation for lighting and Camera
Tools: 3ds Max, Maya, Photoshop, Illustrator, Aftereffects and Premier Pro, Keyshot, Knowledge on Creo and PDM
Skills Experience
2D Animations, 3D Animation, Adobe After Effects, Adobe Illustrator, Adobe Photoshop, Autodesk 3ds Max, Autodesk Maya, Creo, Keyshot 3, Technical Illustrator
RoleDesign Engineer
Industry TypeIT Services & Consulting
Functional AreaEngineering Design, R&D
Employment TypeFull Time, Permanent
Role CategoryEngineering Design
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
SemiconductorSimulationAerospaceIllustratorTexturingTechnical IllustratorHealthcare3D animationAdobe After EffectsAutodesk 3ds Max"|['Semiconductor', 'Simulation', 'Aerospace', 'Illustrator', 'Texturing', 'Technical Illustrator', 'Healthcare', '3D animation', 'Adobe After Effects', 'Autodesk 3ds Max']|Animator - 3D|Not Disclosed|1
1273||66|Post Graduation Not Required|27 days ago|B.Tech/B.E. in Computers|1 - 4 years|"Job description
To own and control the integrated operations (Incident management Change management) by being a single point of contact to the customer by engaging all operational support teams, proposing, and executing incident change management processes, implementing improvements plan proactively.
To be effective round the clock on duty support who owns the resolution responsibility of all simple and critical /complex incidents as well as changes within the agreed SLA either solely or with the intervention of other internal resolution support teams ensuring that the incident and changes are resolved with high quality support to the customer and their end users.
Responsibilities in detail :-
To be responsible for the management of both proactive and reactive incidents ensuring a professional and consistent delivery of quality services to our Customers.
Ensuring correct execution of Incident management process, accountable for the general procedure management, taking care that the required resources for incident resolution are engaged and the customer is informed appropriately about the progress
To be responsible to take decisions on the best course of actions in the restoration of the service and direct customer expectations in agreement with CSMs and or Partner support teams.
Act as a point of contact for coordinating with other internal and external teams to resolve the key/complex operational issues that are impacting customer satisfaction (technical escalation) and for all problem records.
Effectively control the incident queue to ensure that all incidents are actioned in a timely and efficient manner. Monitor the number and age of pending incidents to ensure timely incident resolution.
Review the daily dashboard report and initiate corrective action to resolve long pending incidents (more than 24, 48 hours)
Strictly follow the escalation process for both internal functional and hierarchical and external management to ensure speedy restoration of the services.
Provide technical support to Service Desk specialist to help them solve complex issues, thereby helping them increase their knowledge levels.
To be available 24X7 in handling complex major and mission critical site incidents and BCP situation 24X7X365 (includes public holidays, off hours, weekends) on call basis if required as per roster.
To own and to prepare summary incident reports on critical/ complex/Major incidents suitable for internal and external management review.
Leading the ""end-to-end"" change management activities within a structured process framework
Prioritizating filtering the changes, basis on the urgency impact of the change
Gathering appropriate information based on the type of change
Engaging the implementation entities for the execution of change
Timely Effectively updating the internal external change tools
Conduct post change implementation reviews to assess the performance of the change request
Engage with implementation teams to instantly resolve failed/incorrectly implemented changes



about you
Service oriented with good customer service skills
Good interpersonal, analytical and communication skills.
Good time management, and organisational skills
Ability to carefully plan and co-ordinate work
RoleTechnical Support Engineer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Other
Employment TypeFull Time, Permanent
Role CategoryAdmin/Maintenance/Security/Datawarehousing
Education
UG :B.Tech/B.E. in Computers
PG :Post Graduation Not Required
Key Skills
WirelessChange managementoperational supportAnalyticalService deskIncident managementManagementciscoOperationsTechnical support"|['Wireless', 'Change management', 'operational support', 'Analytical', 'Service desk', 'Incident management', 'Management', 'cisco', 'Operations', 'Technical support']|Service Desk Specialist|Not Disclosed|1
1274||70|Post Graduation Not Required|27 days ago|B.Tech/B.E. in Computers|2 - 6 years|"Job description
To own and control the integrated operations (Incident management Change management) by being a single point of contact to the customer by engaging all operational support teams, proposing, and executing incident change management processes, implementing improvements plan proactively.
To be effective round the clock on duty support who owns the resolution responsibility of all simple and critical /complex incidents as well as changes within the agreed SLA either solely or with the intervention of other internal resolution support teams ensuring that the incident and changes are resolved with high quality support to the customer and their end users.
To be responsible for the management of both proactive and reactive incidents ensuring a professional and consistent delivery of quality services to our Customers.
Ensuring correct execution of Incident management process, accountable for the general procedure management, taking care that the required resources for incident resolution are engaged and the customer is informed appropriately about the progress
To be responsible to take decisions on the best course of actions in the restoration of the service and direct customer expectations in agreement with CSMs and or Partner support teams.
Act as a point of contact for coordinating with other internal and external teams to resolve the key/complex operational issues that are impacting customer satisfaction (technical escalation) and for all problem records.
Effectively control the incident queue to ensure that all incidents are actioned in a timely and efficient manner. Monitor the number and age of pending incidents to ensure timely incident resolution.
Review the daily dashboard report and initiate corrective action to resolve long pending incidents (more than 24, 48 hours)
Strictly follow the escalation process for both internal functional and hierarchical and external management to ensure speedy restoration of the services.
Provide technical support to Service Desk specialist to help them solve complex issues, thereby helping them increase their knowledge levels.
Leading the ""end-to-end"" change management activities within a structured process framework
Prioritizating filtering the changes, basis on the urgency impact of the change
Gathering appropriate information based on the type of change
Engaging the implementation entities for the execution of change
Timely Effectively updating the internal external change tools
Conduct post change implementation reviews to assess the performance of the change request
Engage with implementation teams to instantly resolve failed/incorrectly implemented changes



about you
Service oriented with good customer service skills
Good interpersonal, analytical and communication skills.
Good time management, and organisational skills
Ability to carefully plan and co-ordinate work
RoleTechnical Support Engineer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryAdmin/Maintenance/Security/Datawarehousing
Education
UG :B.Tech/B.E. in Computers
PG :Post Graduation Not Required
Key Skills
WirelessChange managementoperational supportAnalyticalService deskIncident managementManagementciscoOperationsTechnical support"|['Wireless', 'Change management', 'operational support', 'Analytical', 'Service desk', 'Incident management', 'Management', 'cisco', 'Operations', 'Technical support']|Senior Service Desk Specialist|Not Disclosed|1
1275||65|Post Graduation Not Required|27 days ago|B.Tech/B.E. in Computers|3 - 5 years|"Job description
SAP - ABAP with 3-5 yrs of exp - RICEF Objects, Samrtforms, Module pool -
Knowledge on BAPI, BADI, User Exits, Screen Exits
Experience/Interest in reviweing the code developed by the team,
Good to have knowledge on HANA/Gateway/UI5 and other new technologies -
Good written/verbal communication skills
Ability to interact with customers - Flexible to accommodate project needs

Job Segment: ABAP, SAP, ERP, Technology
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - ERP, CRM
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Computers
PG :Post Graduation Not Required
Key Skills
SAP ERPSAP ABAPModule poolManager TechnologyABAP"|['SAP ERP', 'SAP ABAP', 'Module pool', 'ABAP']|ABAP Code Reviewer|Not Disclosed|1
