|Job Applicants:|Posted:|UG :|experience|job_desc|key_skills|position|salary|Openings:|PG :|Doctorate :
629|Less than 10|30+ days ago|Any Graduate|3 - 5 years|"Job description
  Job Description :
Generate new prospects for business by attending assigned appointments and cold calling.
Meet clients and give presentation on company product and services to clients.
Establish good relationship with prospective clients, closures of sales for revenue generation.
Solving clients problems, queries to retain the assigned accounts.
Focusing on sales growth more clients acquisition for the portal.
Responsible for delivering the desired result by achieving the assigned sales target
Identifying, developing and nurturing new markets by implementing innovative marketing strategies for boosting sales
Conducting extensive study of market trends mapping requirements for further business growth
Executing sales plans devised by the management contributing towards the growth of business revenue
Working closely with Sales + Content on growth goals
Representing the company at events
Educational Qualification 12th STD, Any Graduate, Post Graduate, MBAPGP, PGDM, BBA.
Must be comfortable with software marketing as well as target originated marketing job profile .
Must have a strong network.
RoleSales/Business Development Manager
Industry TypeIT Services & Consulting
Functional AreaSales, Retail, Business Development
Employment TypeFull Time, Permanent
Role CategoryRetail Sales
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
Cold callingBusiness processTechnology managementNetworkingandroid application developmentTelesalesSoftware marketingBack officeDigital marketingAnalytics"|['Cold calling', 'Business process', 'Technology management', 'Networking', 'android application development', 'Telesales', 'Software marketing', 'Back office', 'Digital marketing', 'Analytics']|Fresher|Not Disclosed|1|Post Graduation Not Required|
630|43|30+ days ago|B.Tech/B.E. in Computers|2 - 4 years|"Job description
JOB DETAILS

1) Develop and implement various tests for software application.

2) Evaluate designs and ensure compliance to business requirements.

3) Prepare and update technical documents and develop Dot NET processes for various systems.

4) Develop and perform tests on various software applications.

5) Analyze architecture design and provide consultation to Dot net teams.

FUNCTIONAL AREA

C++, .NET developer, MVC Frame work, .net, net programming, C# jobs in navi mumbai, MVC Framework jobs in navi mumbai, MVC Framework jobs in Belapur.
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Computers
PG :Post Graduation Not Required
Key Skills
C++CComplianceMVC frameworkConsultingArchitectural designProgramming.NetApplication softwareTechnical documentation"|['C++', 'C', 'Compliance', 'MVC framework', 'Consulting', 'Architectural design', 'Programming', '.Net', 'Application software', 'Technical documentation']|dot Net Developer|Not Disclosed|1|Post Graduation Not Required|
631|71|30+ days ago|B.Tech/B.E. in Computers|1 - 5 years|"Job description
JOB DETAILS

1) Develop and implement various tests for software application.

2) Evaluate designs and ensure compliance to business requirements.

3) Prepare and update technical documents and develop Dot NET processes for various systems.

4) Develop and perform tests on various software applications.

5) Analyze architecture design and provide consultation to Dot net teams.

FUNCTIONAL AREA

C++, .NET developer, MVC Frame work, .net, net programming, C# jobs in navi mumbai, MVC Framework jobs in navi mumbai, MVC Framework jobs in Belapur
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Computers
PG :Post Graduation Not Required
Key Skills
C++CComplianceMVC frameworkConsultingArchitectural designProgramming.NetApplication softwareTechnical documentation"|['C++', 'C', 'Compliance', 'MVC framework', 'Consulting', 'Architectural design', 'Programming', '.Net', 'Application software', 'Technical documentation']|dot Net Developer|Not Disclosed|1|Post Graduation Not Required|
632|24|30+ days ago|B.Tech/B.E. in Computers|4 - 9 years|"Job description
: 4 to 8 years experience in PHP, At least 3 years experience in CakePHP or Laravel

Mumbai - Mulund West Desired Candidates

4+ years experience in web technologies and PHP At least 3 years experience in CakePHP or Laravel is mandatory. Proficiency in PHP, MySql (Database design and query writing), JavaScript, AJAX, HTML, Oracle Third party API integration (eg. Emailers/ GDrive/ FB SDK) Exposure to Test Driven Development, Agile/ SCRUM methodologies Experience in different types of work environment. Ability to face challenges Operating Systems: Linux (Ubuntu, CentOS ), Windows (XP, 7) Any prior experience in high traffic rich content web sites development and rollouts is a strong plus.
RoleSoftware Developer
Industry TypeBPO / Call Centre
Functional AreaIT Software - eCommerce, Internet Technologies
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Computers
PG :Post Graduation Not Required
Key Skills
LinuxDatabase designMySQLJavascriptPHPHTMLCakePHPWindowsOracleAjax"|['Linux', 'Database design', 'MySQL', 'Javascript', 'PHP', 'HTML', 'CakePHP', 'Windows', 'Oracle', 'Ajax']|Senior PHP Programmer|Not Disclosed|1|Post Graduation Not Required|
633|43|30+ days ago|B.Tech/B.E. in Computers|4 - 9 years|"Job description
SAP Security Consultant with 4- 6 years of experience with the below skillset.

Should have good work experience on SAP User management and Role management.

Responsible for day to day technical support and resolution for security issue, trouble shooting and approval procedure.

Work directly with clients at all different levels to guide complex projects and develop innovative solutions.

Role design, configuration, testing, and deployment methodology within SAP application architecture

Detailed knowledge of ABAP and Java based authorizations within SAP applications

SAP ECC Profile Generator (single roles, master / derived roles, composite roles)

Technical expertise in core skills of SAP BI 7.0, APO, SRM Authorization Concepts.

Experience in CHARM Process and role build.

User administration like creation of users, deletion of users, locking & unlocking of users, resetting passwords of users, users monitoring etc.

Used SUIM to find out the Roles with required Authorization object or with required Authorization values.

Analysis of SU53 logs and ST01 Trace logs.

Strong communication skills to facilitate working in a dynamic project environment

Provide leadership to junior systems analysts and client personnel assigned to projects

Must be able to Participate in 24x7 Operations and Maintenance call rotation support
RoleSoftware Developer
Industry TypeRecruitment / Staffing
Functional AreaIT Software - ERP, CRM
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Computers
PG :Post Graduation Not Required
Key Skills
User administrationapplication architectureSAP applicationTroubleshootingUser managementABAPSAP BITechnical supportMonitoringSRM"|['User administration', 'application architecture', 'SAP application', 'Troubleshooting', 'User management', 'ABAP', 'SAP BI', 'Technical support', 'Monitoring', 'SRM']|SAP Security Consultant|Not Disclosed|1|Post Graduation Not Required|
634|18|30+ days ago|B.Tech/B.E. in Computers|13 - 18 years|"Job description
Are you a software leader excited by the challenge of solving unique business problems through technology innovationWe are looking for an experienced senior leader to help drive innovation to solve exciting technological challenges. Our roadmap is bursting with great ideas and we are looking forward to you to lead the new center in aggressively solving intriguing technical challenges & building products which provide best customer experience.

The ideal candidate will be experienced in managing a team of software managers and Senior developers working on both front end and backend services. You will own and drive technical roadmap and provide leadership in an innovative and fast- paced environment. You will manage and lead a team of software managers, senior engineers to design & develop new features and systems deployed globally. You will lead in the overall planning, execution, and success of a complex cross- functional team, actively participate in the recruitment of candidates for technical positions and mentor technical staff.

Experience 13 Years of Experience

Qualification

18 years experience planning, designing, developing and delivering software.

13 years experience as a people manager in a software development organization.

Hands- on experience leading 100 tech teams in a product development organization.

Strong experience influencing and delivering results in a matrix environment

Experience in development of distributed/ scalable systems and high- volume transaction applications

Excellent written and verbal communication skills with the ability to present complex technical information in a clear and concise manner to a variety of audiences.

High attention to detail and proven ability to manage multiple, competing priorities in a fast- paced environment

Preferred Qualifications

Knowledge of Analytics, Big Data processing and Machine Learning

Experience designing and developing large scale, high traffic applications.

Experience managing multiple projects and teams in an Agile environment.

Ability to handle multiple competing priorities in a fast- paced environment.

Responsibilities

You re an experienced engineer. You ve contributed significantly to an evolving codebase and have the learnings to show from it. You get energy from investing in others and helping technical leads develop and grow.

An operator who values the reflection and ongoing effort required to continuously improve the way your team functions and collaborates with each other and with other teams.

Customer focused you are a strong voice on the Freshworks leadership team and in daily decisions for making the right tradeoffs on behalf of the customer.

Results oriented you rally your teams to meet their commitments to each other and to customers. Seeing your teams solutions ship, scale and make a measurable impact on customers lives fuels you.

Fearless You build teams that are drawn to take on the hardest problems, navigate ambiguity and are willing to fail in the name of learning what works best.

If this sounds like you and you like what you read above, we should talk.

Write to deepa.m@careerxperts.com to get connected!

Job Location Hyderabad
RoleHead/VP/GM-Technology(IT)/CTO
Industry TypeRecruitment / Staffing
Functional AreaIT Software - eCommerce, Internet Technologies
Employment TypeFull Time, Permanent
Role CategorySenior Management
Education
UG :B.Tech/B.E. in Computers
PG :Post Graduation Not Required
Key Skills
BackendFront endMachine learningAgileData processingTechnical StaffManagementbig dataAnalyticsRecruitment"|['Backend', 'Front end', 'Machine learning', 'Agile', 'Data processing', 'Management', 'big data', 'Analytics', 'Recruitment']|Site Head Tech Visionary|Not Disclosed|1|Post Graduation Not Required|
635|10|30+ days ago|B.Tech/B.E. in Computers|2 - 7 years|"Job description
2+ years of SAP experience. Implementation experience with at least [ ]

SAP ESS/ MSS Consultant Akshay Software Technologies Limited SAP ESS/ MSS Consultant SAP ESS/ MSS Consultant 2+ years of SAP experience. Implementation experience with at least 1 full life cycle implementation.

Logon Page customization for HR Portal (ESS/ MSS).

Enterprise Portal Administration and Configuration.

Structuring ESS / MSS EHP 6 portal objects SAP- OM, PA, Time, PMS Configuration.

Creating technical configuration documents.

Transporting content across the System Landscape.

Added various standard Info Types under ESS through webdynpro component configurations.

Data Migration from Legacy System to SAP through LSMWs.

No file chosen

Change Name

Email transcript

Sound On

Sound Off

Pop out widget

End this chat session We are live and ready to chat with you now. Say something to start a live chat.

Welcome to our site, if you need help simply reply to this message, we are online and ready to help.

Customer Support

12:38

Sorry, file transfer is limited to 5 files at a time. Please try the following file(s) again :

Sorry, file transfer is limited to 50mb per file. Please compress the following file(s) and try again.
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - ERP, CRM
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Computers
PG :Post Graduation Not Required
Key Skills
POPData migrationSAPtechnicalsoftwareconfigurationadministrationWebDynProCustomer supportHRMonitoring"|['POP', 'Data migration', 'SAP', 'technical', 'software', 'configuration', 'administration', 'WebDynPro', 'Customer support', 'HR', 'Monitoring']|SAP ESS/MSS Consultant|Not Disclosed|1|Post Graduation Not Required|
636|Less than 10|30+ days ago|B.Tech/B.E. in Computers|2 - 3 years|"Job description
Ios Developer Location : Ul Cyberpark Kozhikode Experience : (2 - 3 years) Salary : INR 1,00,000 - 6,00,000 P.A.

Key Responsibilities: Implement Mobile application using React Native framework for iOS and Android

Translate client requirements to app design, and document

Mobile application low level design, DB design, and UX design

Mobile back-end development and integration with the app. Use of platforms like Firebase, and AWS Mobile to develop scalable applications React Native, iOS, Android, ReactJS, HTML, Javascript, nodejs

Interested
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Computers
PG :M.Tech in Computers
Key Skills
developmentuxDatabase designlevelmobileIOSAndroidHTML;JavascriptBackendapplicationdesigndeveloperAWSapplications"|['development', 'ux', 'Database design', 'level', 'mobile', 'IOS', 'Android', 'Backend', 'application', 'design', 'developer', 'AWS', 'applications']|Ios Developer|Not Disclosed|1|M.Tech in Computers|
637|Less than 10|30+ days ago|B.Tech/B.E. in Computers|3 - 6 years|"Job description
Implement Web applications using nodejs and javascript eco system,

Translate client requirements to application design, and document,

Translate client requirements to application design, and document,

Web application low level design, db design, and UX design,

Web back end development and SaaS application development

Business Develoment Excutive

Location : Ul Cyberpark Kozhikode Experience : (2 - 3 years) Salary : INR 1,00,000 - 4,00,000 P.A. We Are looking for a Business Development Executive who will be responsible for prospecting, qualifying and generating new and existing sales leads to support the Business Development Team.
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Computers
PG :M.Tech in Computers
Key Skills
Application designdevelopmentuxDatabase designlevelSAASBackendSalesapplicationwebWeb applicationJavascriptApplication developmentBusiness Development Executivesupportapplications"|['Application design', 'development', 'ux', 'Database design', 'level', 'SAAS', 'Backend', 'Sales', 'application', 'web', 'Web application', 'Javascript', 'Application development', 'Business Development Executive', 'support', 'applications']|Node JS Developer|Not Disclosed|1|M.Tech in Computers|
638|Less than 10|30+ days ago|B.Tech/B.E. in Computers|2 - 5 years|"Job description
Previous experience in development of high-end web applications in PHP, MYSQL, AJAX ,LARAVEL,CODE IGNITER.. Strong PHP skills, both in scripting and object orientation Exp. of Customization of word press / magento Exp. with any CMS / Framework. Excellent communication skills with good interpersonal skill

Content Writer With SEO/SMO Experience Location : Ul Cyberpark Kozhikode Salary : INR 1,00,000 - 3,00,000 P.A.

Key Responsibilities: Individuals with excellent written English, grammar and an aptitude for writing creative content for our products, articles/newsletters and blogs. Good command and understanding of Google algorithms, latest google updates, Google Analytics Webmaster Tools like Advanced Web Ranking, Inspyder, Google Webmasters etc. Have a good understanding of SEO best practices and ability to integrate those best practices into content development process. Proficient in developing and maintaining SEO, SMO and PPC Campaigns.
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - eCommerce, Internet Technologies
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Computers
PG :M.Tech in Computers
Key Skills
PPCdevelopmentGoogle AnalyticsCMSdevelopingContent developmenttoolscreative contentanalyticsscriptingSMOwebMySQLPHPSEOAjaxapplicationsmagento"|[]|Senior Php Developer|Not Disclosed|1|M.Tech in Computers|
639|84|30+ days ago|B.Tech/B.E. in Computers|8 - 12 years|"Job description
Job Responsibilities/Requirements:
Very Strong Experience in designing and developing Enterprise J2EE application with extensive knowledge on Core Java, Collections, Design Patterns, Web Services (SOAP/Rest), JUnit etc.
Strong knowledge of Hibernate and Spring Framework.
Very strong skills in writing complex SQL queries.
Good knowledge of JavaScript/JQuery. Knowledge of AngularJS framework is a plus.
Should be completely aware of coding standards and should be able to develop high performance & scalable application and review the code.
Strong Problem Solving and analytical skills.
Good knowledge of estimation techniques.
Sound interpersonal and team working skills.
Ability to work on multiple assignments.
Good Oral and Written communication Skills
Easily adoptable to company culture.
Quick Learner and should be ready to learn new technology.
Knowledge of JBOSS/WebSphere/WebLogic Application Server is a plus.
Knowledge of Adobe Flex is a plus.
Knowledge of Physical Security or compliance domain is a plus.


Qualifications:
A Bachelor s degree.
8 years experience as a Java developer participating in the complete product development lifecycle.
Experience in working on Enterprise Web applications.
Ability to work independently and collaboratively.
RoleTeam Lead/Technical Lead
Industry TypeRecruitment / Staffing
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Computers
PG :Post Graduation Not Required
Key Skills
restweb servicesJBossPhysical securityhibernatejavascriptjquerycore javasqlspringangularjavaCVCodingdesign patternsWeblogicj2eeangularjssoap"|['rest', 'web services', 'JBoss', 'Physical security', 'hibernate', 'javascript', 'jquery', 'core java', 'sql', 'spring', 'java', 'CV', 'Coding', 'design patterns', 'Weblogic', 'j2ee', 'angularjs', 'soap']|Java Technical Lead|Not Disclosed|1|Post Graduation Not Required|
640|86|30+ days ago|Diploma in Graphic/ Web Designing|1 - 3 years|"Job description
MYSUN is looking for an energetic Graphic Designer with a keen interest in visualizing and designing for both Offline & Online including website frameworks, designs, creative and artwork, mobile app frameworks, social media posts, brochures, mailers and accessories, banners etc. The designer is required to have an excellent sense of visualization, composition, typography, imagery, and colours.
Skills required:
Should have a proven graphic designing experience and be able to demonstrate the work with a strong portfolio
Should be comfortable working with design software of his/ her choice, preferably between CorelDraw and Adobe Creative Suite
Should be comfortable creating visuals that easily relate to the product and convey the brand message
Should be agile and flexible enough to pick up the brand guidelines quickly and be able to build on it
Coordinate with the social media agency and other independent groups that MYSUN ties up with to understand their requirements and come up with witty, versatile and original work
Strong sense of professionalism regarding time and deadlines
Up to date with the changing and latest trends in the industry
An added bonus if comfortable with working on Flash/ HTML5
Some experience of using pen- tablets/ caricature drawing would be a welcome too
Should be able to self- critique and test the compatibility of work against different browsers, resolutions, screens etc.
Should have a keen eye to critique the design work of other designers and for Quality Check of the developed pages from a design perspective Qualifications:
Experience between 1- 3 years in visual designing/ illustrations
Bonus if a qualified media professional having studied design, but as long as you are good at what you do, qualifications are not a deal breaker
Must possess energy, and lots of it. Make a Career in Solar and Find potential Solar Jobs openings at MYSUN Innovation in Solar We are looking for you. . .
MYSUN is an attempt to transform and revolutionise the way solar energy is perceived, bought
and sold today. We intend to leave a positive and lasting impact while touching lives of our billion plus people.
Come join us in this exciting journey and play a big role in this transformation. We promise to make
your ride challenging and worth signing up for as we work together in building a successful company.
Job Description:
Develop design specifications and functional requirements for residential, commercial, or industrial solar energy systems and its
Preparation and review of specifications and recommend engineering changes where ever required to achieve solar design objectives
Develop and review of standards for solar PV system.
Review of site survey reports and preparation of Final site survey report.
Yield analysis of solar PV system using simulation software PVSYST, Meteonorm .
Development of annual and long- term solar energy assessments, using PVsyst and other modeling tools;
Development of uncertainty analyses using statistical and pragmatic approaches to determine probabilistic energy production forecasts;
Undertaking PV Due Diligence analysis
Benchmarking of different types of solar system costing.
Techno- commercial analysis of different types of solar proposals and recommendation.
Quality audit of EPC partners.
Review and validate technical documents, including electrical single- line drawings, wiring diagrams, schematics, electrical designs, structural designs, site plans and O&M; manuals.
Develop cost reduction strategies through innovation in system designs and engineering, applying value engineering, constructability and task analysis initiatives.
Interfacing with clients to discuss results and risk mitigation
Coordinate with cross- functional departments conversant
Understand the overall philosophy of Design & Development of Solar PV System.
A clear understanding of type of on Grid/ off grid/ Hybrid solar PV systems.
Clear idea about type of installation.
Expertise of simulation softwares like PVSYST, Google ketchup &Meteonorm. ; Knowledge PVSOL, would be added advantage.
Clear understanding of factors affecting the performance of solar PV system.
Conversant with electrical and safety codes.
Understand solar resource data and use it to conduct site feasibility study & evaluation.
Conversant with IEC / EN / IS codes/ specification.
Understanding of different solar power PV technologies like crystalline, Thin Film
Component specifications along with their cost.
Hands on experience in detailed engineering of Different types of utility and non- utility scale solar PV system
BE/ B- Tech in Electrical/ Electronic Engineering
4- 6 years of experience in detailed engineering of Utility and non- utility scale ground- mounted and rooftop solar system.
Leadership skills with the ability to lead a diverse group of individuals. Job Description :
Development of PHP based web applications
Writing of fully optimized code for optimum performance and efficiency of the website.
Adhere to the process and coding standards and guidelines.
Should be very strong in Object- Oriented programming and design patterns.
Should be strong in writing optimized SQL queries.
Skills Required :
Must have knowledge in PHP either of the Frameworks (CodeIgnitor/ Zend/ Cake PHP / Laravel / YII )
Exp. - 1 2 Yrs.
PHP Programmer with bright ideas and clear goals
Core PHP should be very strong Mandatory
Proficiency in PHP, jQuery, AJAX, Javascript, CSS, HTML, MySQL
Experience working with Web design / photo editing tools a plus
Required skills:
Compose articles related to solar for the MYSUN blog
Create dynamic/ fresh content for e- mailers for user acquisition
Write opinionated articles as guest publisher on blogs
Website content writing for pages
Write seasonal mailers
Compose notes/ explanation of solar related terms on independent media
To be able to produce reports/ findings from given data
Requirements:
2 years of writing actively on the Web either as a freelancer or permanently employed
Science background preferred
Should be okay to work in Noida from the office
Should have a fair understanding of SEO and how Web works
Should have writing samples to share
Perfect if has written on environment/ solar beat before.
Job- profile/ Responsibilities:
Interaction with customers from various cities Managing customer queries.
Recording and assigning queries to concerned teams as per process requirement
Develop and maintain reporting and analytical tools,
Analyze data and create reports in a presentable format
Developing new customer as well as business partner base
Listening to and understanding the customers & partner requirements
Implement the training imparted by the company in handling clients
Use Direct as well as online marketing/ business development tools
Capturing details and recording in appropriate tools
Ensure adherence to quality parameters and standard operating procedures of the business Ensure 100% adherence to schedule Executing marketing campaign
Effectively managing complete communication loop for user and partner campaign Graduate in any discipline
Minimum 0- 2 years of experience in Business development Campaign
Freshers with good communication skills are also eligible
Experience in renewable energy sector is an added advantage Skillset & Competencies:
Willingness to work in a fast- paced startup environment
Ability to take Initiatives
Excellent verbal and written communication skills
Creative, Innovative and an entrepreneurial mindset
Ability and desire for customer interaction Confident and determined approach
A high degree of self- motivation and drive
Ability to work both independently and as a part of the team Career Growth Path:
Exposure in the sunrise and high growth renewables energy industry with equal exposure on the e- commerce business side
Multi- tasking across different functions
Can grow within the company to regional and national business development roles
At par with the Industry benchmarks Additional incentives linked to performance Note: The above statements are intended to describe the general nature and level of work being performed by people assigned to this job. They are not intended to be an exhaustive list of all responsibilities, duties and skills required of personnel so classified.
Application for the position of Upload Resume/ CV Doc or PDF only (400kb)
for uploading your resume
We will get back to you shortly
Schedule Your Site Survey for Solar Please tell us where would you like to install solar Select Consumer Category Sorry. Currently, we do not conduct a site survey
in your location. However, you should click below for a
FREE personalised savings report with Solar.
MYSUN Site Survey Services are currently unavailable in your region. However, we will be sharing your registered details with our partners in your region, who may contact you for a site survey.
Please tell us about yourself Register Your Rooftop Last set of details I am also interested in loan/ EMI options You are eligible to get your site surveyed for just Rs
The selected date is only an indicative date. The final date of the survey will be confirmed by our team via a call to you based on the availability of the site survey engineers SCHEDULE YOUR SITE SURVEY TO BUY SOLAR Your payment of Rs. with transaction ID MYSUNxyz has been processed.
Selected Date should be greater than today's date. A personalized solar report has been
shared with you on your registered E- Mail ID.
Schedule Your Site Survey Sorry, you cannot edit an entry.
Please complete your registration and edit the entry in the Profile section
*Why am I paying Rs. 499
Qualified Solar Engineers backed by an experienced global engineering setup
Thorough and true 360 degree analysis of your rooftop/ site
Deployment of high- tech tools to accurately map shadowing objects for next 25 yrs
Personalized system design for the best solar generation
Feasibility check and optimum mounting structure design for long term reliability
Access to our team of solar experts for any query/ questions
Customized financing/ loan/ EMI options included PS: We do not make money when we charge for a site survey.
What we are charging is a fraction of the actual cost incurred by us.
It takes only 20 seconds to complete your details
You started scheduling your site survey but have not completed it
Please activate your account by clicking on the activation link in the email
Complete your profile
& start expanding your business
Are you sure you want to exit
Please spend a few more moments to complete your registration and earn a lifetime of savings
Start your Solar Journey with MYSUN today and earn benefits like Flexible Payment Plans and Assured Service Packages.
Refer Solar to Friends Get Friends to Check their Savings Please enter your registered e- mail ID and
we will send the reset password link to you
Forgot password link has been sent to your registered e- mail ID
You have been successfully subscribed.
Your password has been changed successfully.
Your Account has been activated successfully.
E- Mail successfully changed.
You have changed your email, a verifcation mail
has been sent to your email, please use verification link to verify your email.
Your have successfully unscribed.
Talk to the MYSUN team instantly.
WhatsApp us on: +91- 9873167009
Entries for #CaptureMySun contest from Gujarat are open now.
Last day of submission: March 20, 2017
RoleGraphic Designer
Industry TypePower
Functional AreaDesign, Creative, User Experience
Employment TypeFull Time, Permanent
Role CategoryCreative
Education
UG :Diploma in Graphic/ Web Designing
PG :Post Graduation Not Required
Key Skills
AccessoriesCostingOnline marketingAnalyticalToolsServiceEPCWeb designingSEOTechno-commercial"|[]|Graphics Designer|Not Disclosed|1|Post Graduation Not Required|
641|Less than 10|30+ days ago|B.Tech/B.E. in Computers|5 - 10 years|"Job description
Description
Job Title: IMS R eports D eveloper
Department : IMS
W e're looking for smart, driven Software P rofessional to join our IMS department, which supports management and production tools. Support in developing Reporting / Metrics tool, reports in Tibco Spotfire, R Script, Python Script or any other Statistical Language. Working from our India offices , you will be part of a global team with the IMS department. You will contribute to the wider team by tackling clearly defined development and support tasks that arise locally as well as remotely.
Needs to Do:
Provide software support via telephone, email, and remote control and in person.
Track issues, tasks, and changes through a ticketing system.
Produce technical and user documentation for the tools that th e team supports and/ or develops.
Ensure compliance with global standard in usage and act as the IMS point of contact in Mumbai.
Creating dashboards and visualizations by using key concept filtering scheme, Data on Demand, Property controls, Text Areas.
Creating Visualizations using advanced Trellis, combination charts, Line chart, Bar chart, Cross table
Experience in developing reports in Tibco Spotfire, R programming , Python Script or any other Statistical Language.
Needs to Have:
5 years of hands- on application development and software support role
Ability to provide both logical and physical data modelling
Proficient in database architecture, management & performance tuning.
Ability to provide both logical and physical data modeling.
Proficient in database architecture, management & performance tuning, BI Reporting and Data Visualisation
Experience in following the process defined in the report development & delivery
Working knowledge of MySQL, and PostGres , and integration with other applications like SAP will be advantageous.
Exposure to data security and performance tuning, and debugging techniques.
Knowledge of SDLC and/ or Agile methodology
Previous experience of working in a customer- facing environment.
Familiarity with JIRA ticketing systems .
Needs to Be:
A strong communicator both verbal and written
A quick learner - ability to quickly pick up new software languages as needed
Able to work autonomously and within a team.
Good time management and priority handling.
Excellent organizational and housekeeping skills .
Able to interact confidently with both technical and non- technical staff
About Us
Double Negative is one of the world s leading providers of visual effects and animation for feature film and television, with facilities in London, Vancouver, Mumbai, Los Angeles, Chennai and Montreal.
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Computers
PG :M.Tech in Computers
Key Skills
Performance tuningdevelopmentSAPtechnicalsoftwareusageToolsChartsdevelopingIMSdatabaseapplicationData modelingMySQLTIBCOAnimationdebuggingagilesdlcsupportprogrammingPythonapplicationsjira"|['Performance tuning', 'development', 'SAP', 'technical', 'software', 'usage', 'Tools', 'Charts', 'developing', 'IMS', 'database', 'application', 'Data modeling', 'MySQL', 'TIBCO', 'Animation', 'debugging', 'agile', 'sdlc', 'support', 'programming', 'Python', 'applications', 'jira']|IMS - Reports Developer|Not Disclosed|1|M.Tech in Computers|
642|Less than 10|30+ days ago|B.Tech/B.E. in Computers|5 - 10 years|"Job description
Description
Job Title: IMS Senior D eveloper
Department: IMS
We're looking for S enior Software P rofessional to join our IMS department, which supports management and production tools. Support includes various SaaS solutions and various CMS systems. Working from our India offices, you will be part of a global team with the IMS department.
You will contribute to the wider team by tackling clearly defined development and support tasks that arise locally as well as remotely.
Needs to Do:
Provide software support via telephone, email, and remote control and in person.
Track issues, tasks, and changes through a ticketing system.
Ensure that employees are kept up to date with progress and answer queries related to the supported tools
Produce technical and user documentation for the tools that th e team supports and/ or develops.
Ensure compliance with global standard in usage and act as the IMS point of contact in Mumbai.
Lead in rolling out new solutions and regular updates to the site
Needs to Have:
5 years of hands- on application development and software support role
Experience in Java and Python programming, and web- enabled applications using . Net, HTML, MVC, AngularJS, JSON frameworks.
E xperience in working on Java scripts and command line applications , and distributed environments and different web services like SOAP and Restful APIs.
Working knowledge of MySQL, and PostGres .
Experience o f Linux, OSx Operating S ystems .
Exposure to web configuration and deployment strategies, security and performance tuning, and debugging techniques.
Previous experience in supporting CRM/ CMS/ ERP systems .
Knowledge of SDLC and/ or Agile methodology
Previous experience of working in a customer- facing environment.
Familiarity with version control (preferably with Git) and JIRA ticketing systems .
Exper i e nce on Workday is desirable.
Needs to Be:
A strong communicator both verbal and written
A quick learner - ability to quickly pick up new software languages as needed
Able to work autonomously and within a team.
Good time management and priority handling.
Excellent organizational and housekeeping skills .
Able to interact confidently with both technical and non- technical staff
About Us
Double Negative is one of the world s leading providers of visual effects and animation for feature film and television, with facilities in London, Vancouver, Mumbai, Los Angeles, Chennai and Montreal.
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Computers
PG :M.Tech in Computers
Key Skills
ERPtechnicalsoftwareconfigurationusagecmsHTMLJSONjavawebMySQLdebuggingPythondeploymentjiradevelopmentToolsIMSLinuxapplicationsaasAnimationagilesdlcsupportsoapCRMapplications"|['ERP', 'technical', 'software', 'configuration', 'usage', 'cms', 'HTML', 'JSON', 'java', 'web', 'MySQL', 'debugging', 'Python', 'deployment', 'jira', 'development', 'Tools', 'IMS', 'Linux', 'application', 'saas', 'Animation', 'agile', 'sdlc', 'support', 'soap', 'CRM', 'applications']|IMS - Senior Developer|Not Disclosed|1|M.Tech in Computers|
